Compounds,first component,second component,third component
Ag1As3Cu4O12,-2.45534055924,0.370604576751,0.336897987468
Ag1As3K2Se6,0.400427149916,1.79015488448,-0.318446288422
Ag1As3Rb2Se6,0.563367700799,1.99148765175,-0.355048802085
Ag1As4Cs3Se8,0.810612058055,2.21989106124,-0.501308900595
Ag1Au1Ba4O6,-0.290321034445,0.467436633039,-0.79727664248
Ag1Au1Cd2,3.96014627184,1.14947181479,-0.969669184555
Ag1Au1Cl4,-1.77825558732,2.55203057522,0.787338017676
Ag1Au1Cl6Cs2,-0.892994825601,2.2894662323,-0.428017597241
Ag1Au1F4,-3.39948743322,1.94002730236,1.05163320537
Ag1Au1F7,-4.79711929129,2.10195979209,1.33529364284
Ag1Au1Te2,2.73819815339,2.53633908832,0.267302328713
Ag1Au1Te4,1.98882963279,3.05897466307,0.573179578101
Ag1Au1Zn2,3.456764589,0.546761280265,-0.823507908005
Ag1Au2F8,-4.13112313442,2.13798233605,1.25955371436
Ag1B1F4,-4.17694638421,0.971591901709,1.69988304726
Ag1B1F5,-4.66486590183,1.17933945453,1.72884468591
Ag1B1O2,-1.56524884942,-0.607209560396,0.944197133828
Ag1B2,1.98906738961,-2.5033390944,2.13772427288
Ag1B7O12Sr1,-2.66953698402,-0.867710771598,1.41910103592
Ag1Ba1,4.98051358031,-0.201533213457,-2.09655942674
Ag1Ba1Bi1,4.24098285611,1.33656419747,-1.35545850516
Ag1Ba1Er1S3,0.811889172937,0.737234601063,-0.534917808956
Ag1Ba1Er1Se3,1.89176389065,1.67106958522,-0.467990798983
Ag1Ba1F1S1,-0.286314669452,0.935838345957,-0.438707701529
Ag1Ba1F1Se1,0.253622689407,1.40275583804,-0.405244196543
Ag1Ba1F1Te1,0.714684186196,1.53175103929,-0.276392564702
Ag1Ba1La1Se3,1.86323716365,1.73995177894,-0.679403073079
Ag1Ba1Nd1S3,0.76200555796,0.7892446889,-0.72960149615
Ag1Ba1O9P3,-3.57246812277,0.537367537131,-0.019479957542
Ag1Ba1P1,2.44081351689,0.0238800235651,-1.55608050724
Ag1Ba1S6Sc3,-0.147656783629,0.21952016707,-0.323794806453
Ag1Ba1Sb1,3.83171195612,0.8177653832,-1.06104799057
Ag1Ba1Se3Y1,1.71752862497,1.49570108058,-0.549854825408
Ag1Ba1Te3Y1,2.63965161855,1.75369148308,-0.292151561725
Ag1Ba2In1S4,0.490360555522,1.0052494088,-0.751078523612
Ag1Ba4In1S6,0.626676878617,0.929334052654,-0.904377837439
Ag1Ba7Ga5Se15,1.05062607586,2.02980742591,-0.567898772634
Ag1Be12,1.08967516654,-4.61108056791,-1.07284922326
Ag1Be1O4P1,-2.90495336912,-0.264071449322,-0.0562877202829
Ag1Be2,2.07823908692,-3.39619098471,-1.1180278817
Ag1Bi1Ca1,3.66022328858,0.477159502216,-1.22644230539
Ag1Bi1Cr2O8,-2.65648450701,0.40165341977,0.141639500239
Ag1Bi1Cr4O14,-2.97986028669,0.200974584473,0.166007436931
Ag1Bi1Eu1,3.9495833556,1.42049106485,-1.12298772516
Ag1Bi1K2,3.72357979579,0.0211220739354,-3.03103515147
Ag1Bi1Li2,2.35037639963,-1.07170688888,-2.53456731653
Ag1Bi1O3,-1.9885693991,1.26852902045,0.134634685716
Ag1Bi1O8W2,-1.93695010794,0.722858121397,0.884453735846
Ag1Bi1P2S6,-1.89501635183,1.54482641816,0.115504678531
Ag1Bi1P2Se6,-0.599166690571,2.66542839916,0.195817090498
Ag1Bi1S2,0.0956552564134,1.90411775736,-0.00935049912532
Ag1Bi1Se2,1.17552997413,2.83795274152,0.057576510846
Ag1Bi1Sr1,3.83310012168,0.991754487503,-1.32338436252
Ag1Bi1Te2,2.0976529677,3.09594314402,0.315279774528
Ag1Bi1Yb1,3.92948460317,1.47407766814,-1.13039517696
Ag1Bi2Cl1S3,-0.789985090884,2.44195068126,0.304455229614
Ag1Bi2Cl1Se3,0.135621810004,3.24238066768,0.361821238166
Ag1Bi2F12,-5.39574986624,2.51319581522,1.45662456637
Ag1Bi3S5,-0.515027183558,2.40041935397,0.202567252027
Ag1Br1,0.783479146272,2.35226289225,0.00879352690549
Ag1Br13Mo6,-0.133080969521,2.48836072507,1.07352931798
Ag1Br14W6,0.398645379636,3.10041486566,1.77232484068
Ag1Br1Hg1S1,0.332175622343,2.40006511271,-0.258904448366
Ag1Br1O1Pb1,-0.206515360086,2.26409885013,0.0338271803373
Ag1Br2Cs1,1.12893479442,2.52348484809,-1.18440181854
Ag1Br3Cs2,1.24408667713,2.58055883337,-1.58213360036
Ag1Br3Rb2,0.807173903979,2.15228900705,-1.48847929424
Ag1Br5Pb2,-0.497052500109,3.96642137423,0.509674981996
Ag1Ca1,4.10937422905,-1.49064025633,-1.9030351271
Ag1Ca10O28P7,-3.04528384605,-0.0896483684646,-0.29643159037
Ag1Ca1Ge1,3.34037229249,-0.666534481739,-0.599647250491
Ag1Ca1P1,1.86005394937,-0.835524671684,-1.42706430748
Ag1Ca1Sb1,3.25095238862,-0.0416393120423,-0.932031790812
Ag1Ca2Pd2,4.01604779483,-1.53501238286,-2.08085241215
Ag1Cd1,3.79124705423,0.546516598567,-1.26225067165
Ag1Cd1O4V1,-1.73439499004,0.265983068778,0.06001519767
Ag1Cd1Sb1,3.03886760541,1.31646525789,-0.504842153847
Ag1Cd2Ce1,3.91524819349,0.632452348033,-1.43991654318
Ag1Cd2Ga1S4,-0.245049233056,1.2734213122,-0.308982053437
Ag1Cd3F20Hf3,-4.38571624336,1.85369262212,1.31683530059
Ag1Cd3F20Zr3,-4.59326603096,1.75970983362,1.25022963527
Ag1Ce1,4.89650755848,-0.0656065694359,-1.59082413671
Ag1Ce1Cu5,4.05259677941,-0.965249429441,-1.09141421401
Ag1Ce1Ga1,3.79058321319,0.250077579727,-1.32756284209
Ag1Ce1Ge1,3.86512784544,0.28348797619,-0.391506590235
Ag1Ce1Mg1,3.74238460346,-1.25068920572,-1.82769676317
Ag1Ce1Mg2,3.16532312594,-1.84323052386,-1.94613307641
Ag1Ce1O12P4,-3.89857922531,0.579837192039,0.113641721692
Ag1Ce1Pb1,4.39480664838,1.16606725336,-1.21930025576
Ag1Ce1Sb2,3.21530813312,1.39537800354,-0.290424627482
Ag1Ce1Si2,2.93226861138,-0.919019378711,0.963314442436
Ag1Ce1Sn1,4.01986703198,0.899456481112,-1.04615608504
Ag1Ce3Ge1S7,-0.226076383891,1.0922632552,-0.109759735259
Ag1Ce3S7Si1,-0.295604613494,0.862754150576,0.0161006413194
Ag1Ce3Se7Si1,0.964249223856,1.95222829877,0.0941821529506
Ag1Ce5Pb3,4.50502988327,1.24245458622,-1.3772254749
Ag1Ce5Sn3,4.13009026689,0.97584381398,-1.20408130418
Ag1Cl1,-0.256014979302,1.55317580621,0.135339671289
Ag1Cl1O2,-3.02021977018,1.13781526166,0.364656916354
Ag1Cl1O3,-3.57306072836,1.05474315275,0.410520365367
Ag1Cl1O4,-3.94162136714,0.999361746799,0.441095998036
Ag1Cl1O4Pb4,-1.00841088902,2.05138300766,0.0741566012743
Ag1Cl2Cs1,0.0894406688424,1.72439776206,-1.05785567416
Ag1Cl3Cs2,0.204592551556,1.78147174735,-1.45558745597
Ag1Cl3Rb2,-0.232320221596,1.35320192102,-1.36193314986
Ag1Co1N3O9,-4.21089760711,0.23314102649,0.280043082866
Ag1Co1O2,-1.00438865273,0.0776949439675,0.168734001217
Ag1Co1O4P1,-2.603570049,0.318627958245,0.198251665635
Ag1Cr1O2,-0.856691495953,-0.340026864846,-0.254807296801
Ag1Cr1S2,0.278569369068,0.159043296226,-0.283957612717
Ag1Cr1Se2,1.35844408679,1.09287828039,-0.217030602746
Ag1Cr1Te2,2.28056708036,1.35086868289,0.0406726609364
Ag1Cr2K1O7,-2.28303315299,-0.214615366072,-0.411703570158
Ag1Cs1F3,-2.41966317395,1.49748120023,-0.307184523157
Ag1Cs1F6Fe1,-3.54526372957,1.48976508217,0.490036813956
Ag1Cs1Ga2Se4,1.05246107694,2.04073543412,-0.770967059591
Ag1Cs1N2O6,-3.3657074188,0.314200103941,-0.428802251707
Ag1Cs1O1,1.63146953049,0.310795467901,-2.21659733591
Ag1Cs1Se4,0.877036595041,2.42716528616,-0.760942661827
Ag1Cs2F4,-1.95148157208,1.48009150395,-0.80594026764
Ag1Cs2F6K1,-2.51031907717,1.31668937431,-0.7344048613
Ag1Cs2I3,2.08166365386,2.91999716747,-1.6610889069
Ag1Cs2Nb1S4,0.990250202076,0.672481052746,-1.37666376611
Ag1Cs2Nb1Se4,2.07012491979,1.60631603691,-1.30973675614
Ag1Cs2S4Sb1,0.523457301104,1.29951052189,-1.26242136806
Ag1Cs2S4Ta1,1.25801857715,0.837212924607,-1.05198632713
Ag1Cs2S4V1,0.758498613322,0.677343876817,-1.31757934312
Ag1Cs3Mn4O16,-2.46349126527,0.308790531903,-0.500920213698
Ag1Cs5O9Si3,-0.7975326341,0.176909255366,-0.854374152972
Ag1Cu1O2,-0.801327843588,-0.0294188019043,-0.23479857894
Ag1Cu1O4P1,-2.48753530092,0.257420103457,-0.0323383801631
Ag1Cu1O4V1,-1.62281732729,-0.113390908214,0.116780726921
Ag1Cu1S1,1.61654497225,0.0526701324842,-0.530489703008
Ag1Cu1Te2,2.33593073273,1.66147674583,0.0606813787965
Ag1Cu4Dy1,4.11803413714,-0.933246103241,-1.01501788553
Ag1Cu4Er1,4.16010858686,-0.978869241089,-0.904250327064
Ag1Cu4Gd1,4.14307258608,-0.927055635182,-1.01235570433
Ag1Cu4Ho1,4.14476053466,-0.963240062785,-0.947874948129
Ag1Cu4Nd1,4.11022497188,-0.92685915325,-1.09893401426
Ag1Cu4Sm1,4.05514623315,-0.904322188095,-1.12895384555
Ag1Cu4Tm1,4.11418464789,-0.947698020527,-0.966174937332
Ag1Cu4Yb1,3.98111037883,-0.881825384774,-1.18075497477
Ag1Dy1,4.92403747588,-0.14952516284,-1.26175316674
Ag1Dy1Ge1,3.88348112371,0.227542247257,-0.172125943583
Ag1Dy1Mg1,3.76073788171,-1.30663493466,-1.60831611652
Ag1Dy1Pb1,4.41315992664,1.11012152443,-0.999919609115
Ag1Dy1S2,0.705067322437,0.785534938197,-0.363039818579
Ag1Dy1Sb2,3.22907309182,1.35341870684,-0.125889142494
Ag1Dy1Se2,1.78494204015,1.71936992236,-0.296112808607
Ag1Dy1Si1,3.60536820534,-0.690494171229,0.331315562701
Ag1Dy1Sn1,4.03822031026,0.843510752178,-0.826775438398
Ag1Dy1Te2,2.70706503373,1.97736032486,-0.0384095449253
Ag1Er1,5.05026082501,-0.286394576396,-0.929450491326
Ag1Er1Ge1,3.96763002312,0.136295971553,0.0494091733559
Ag1Er1Mg1,3.84488678114,-1.39788121036,-1.38678099958
Ag1Er1O8W2,-1.71277552775,0.32718561275,0.821941075263
Ag1Er1P2Se6,-0.330157194334,2.19062138878,0.120801897795
Ag1Er1Pb1,4.49730882607,1.01887524873,-0.778384492172
Ag1Er1S2,0.768178997003,0.717100231421,-0.196888480874
Ag1Er1Se2,1.84805371472,1.65093521558,-0.129961470901
Ag1Er1Si1,3.68951710476,-0.781740446922,0.552850679644
Ag1Er1Sn1,4.12236920968,0.752264476473,-0.605240321456
Ag1Er1Te2,2.77017670829,1.90892561808,0.12774179278
Ag1Eu1,4.54341432955,-0.0756429123787,-1.74785325675
Ag1Eu1O12P4,-3.9378118063,0.578722042823,0.096194041687
Ag1Eu1O4Ti1,-1.5372506789,0.0357146819111,-0.192443289247
Ag1Eu1P1,2.14941401638,0.107806890954,-1.32360972725
Ag1Eu1Sb1,3.54031245561,0.901692250581,-0.828577210577
Ag1F1,-1.47193886372,1.09417335157,0.333561062057
Ag1F11Na1Zr2,-4.45996680599,1.332617501,1.01451135939
Ag1F11Pd1Zr2,-4.34240536231,1.48662318927,1.21447197922
Ag1F11Sb2,-5.4142493133,2.29709425508,1.5509440761
Ag1F12Sb2,-5.55945822624,2.30567628951,1.5743887722
Ag1F12Ta2,-4.77592619845,1.81255885241,1.79885281586
Ag1F1S1Sr1,-0.592226720265,0.677231063488,-0.414652094555
Ag1F1Se1Sr1,-0.052289361405,1.14414855557,-0.381188589569
Ag1F1Sr1Te1,0.408772135383,1.27314375682,-0.252336957728
Ag1F2,-3.51208691163,1.53805715821,0.856578880638
Ag1F24I1Sb3,-6.01285357962,2.48869947236,1.67421894872
Ag1F2O6S2,-4.75187397848,1.12637180507,0.654993515418
Ag1F3,-4.53216093558,1.75999906154,1.11808778992
Ag1F30O6S16Sb1Te6,-5.15962188913,2.19805585765,1.26828573207
Ag1F3K1,-2.87733949891,0.998919983711,-0.207068923085
Ag1F3Rb1,-2.68181083784,1.24051930444,-0.250991939485
Ag1F3Zn1,-3.2402836559,1.43301728852,0.695132952626
Ag1F4K1,-3.66318008365,1.23673744834,0.144544983727
Ag1F4Na1,-3.88980412262,1.03012436913,0.226958234475
Ag1F4Na2,-2.99380324594,0.413667344544,-0.5216381234
Ag1F4O1V1,-4.01300172932,1.15247216438,1.07680727431
Ag1F6O2S1Sb1,-4.95040327363,1.84903069187,1.17398104065
Ag1F6Pd1,-4.59502113695,1.66781013525,1.0207984675
Ag1F6S16Sb1,-3.98308872304,1.86263974021,0.823372752833
Ag1F6Sb1,-4.9214605071,2.14672914214,1.39877119935
Ag1F6Sn1,-4.82990084819,2.14338164286,1.27792184141
Ag1F6Ta1,-4.18689923106,1.68443154487,1.60920624027
Ag1F6Ti1,-4.70195974147,1.47861753631,1.24411269452
Ag1F7Ir1,-4.68221338073,2.02897824595,1.68620535312
Ag1F7Ru1,-4.8413413458,1.730927477,1.42028987331
Ag1Fe13Nd6,3.70749902993,-0.900895545191,-0.444261081162
Ag1Fe13Pr6,3.72400143255,-0.910998098423,-0.438918469257
Ag1Fe1O2,-0.988063129038,-0.0373908026046,0.0477165792806
Ag1Fe1O6Se2,-2.97982575515,0.991678567309,0.390581806184
Ag1Fe1O7P2,-3.46832259467,0.401102124574,0.200953798882
Ag1Fe1O7V2,-2.3677724464,-0.0708391630026,0.390741753353
Ag1Fe1S2,0.147197735985,0.461679358466,0.0185662633644
Ag1Fe1Te2,2.14919544728,1.65350474513,0.343196537018
Ag1Fe2Ga1Te4,1.76547410261,1.79337023843,0.397503054619
Ag1Fe2Mo3O12,-2.35852298432,-0.0779271874568,0.532057849304
Ag1Fe2S3,0.0071632398231,0.368386316145,0.14139149516
Ag1Ga1,3.1136199013,0.321983904832,-1.01826632326
Ag1Ga1O2,-1.33540232988,0.522219310962,-0.212146080923
Ag1Ga1P2Se6,-0.717485379078,2.31229708503,0.103038731412
Ag1Ga1S2,-0.200141464853,1.02128947203,-0.241296396839
Ag1Ga1Se2,0.879733252864,1.9551244562,-0.174369386868
Ag1Ga1Te2,1.80185624644,2.2131148587,0.0833338768138
Ag1Ga40Mo8,2.27478641646,0.327181231892,-0.50453825701
Ag1Gd1,4.9991528227,-0.13095375866,-1.25376662314
Ag1Gd1Ge1,3.93355802159,0.239923183374,-0.16680158119
Ag1Gd1Mg1,3.8108147796,-1.29425399853,-1.60299175413
Ag1Gd1Mg2,3.21664575804,-1.87590411847,-1.77760431963
Ag1Gd1Pb1,4.46323682452,1.12250246055,-0.994595246716
Ag1Gd1S2,0.742624995846,0.79482064029,-0.359046546781
Ag1Gd1Se2,1.82249971356,1.72865562445,-0.292119536809
Ag1Gd1Si1,3.65544510322,-0.678113235101,0.336639925096
Ag1Gd1Te2,2.74462270714,1.98664602695,-0.034416273127
Ag1Ge1Ho1,3.93693391873,0.167554328156,-0.0378400687836
Ag1Ge1La1,3.91057656912,0.274060358989,-0.373415374845
Ag1Ge1La3S7,-0.191989841136,1.08519254229,-0.096191323713
Ag1Ge1Pr3S7,-0.210273170914,1.05146558911,-0.0666462667732
Ag1Ge1Tm1,3.87578214518,0.198638412658,-0.0744400471947
Ag1Ge1Yb1,3.60963360707,0.330383684181,-0.503600122061
Ag1Hf1,5.65472760868,-0.488880761045,-0.183615862977
Ag1Hf1Rb1Te3,2.91655375752,1.74959603194,-0.423290058721
Ag1Hf2,5.99013505157,-0.5726816586,0.16700964725
Ag1Hg1I1S1,0.750964110707,2.56978427976,-0.298382101637
Ag1Hg1O4V1,-1.68558667584,0.529501406158,0.0171767080676
Ag1Hg2N1O5,-2.50411149519,1.00263836627,-0.194158777613
Ag1Hg2O4P1,-1.82206068982,1.18466581898,-0.314059396245
Ag1Hg2Ti1,3.62247854212,0.906067728919,-1.16013557606
Ag1Hg3O6Sb1,-1.69972657228,1.49809379018,-0.129846152191
Ag1Ho1,5.00421666842,-0.239507041485,-1.06032435453
Ag1Ho1Pb1,4.46661272166,1.05013360532,-0.865633734309
Ag1Ho1S2,0.745156918704,0.740543998875,-0.262325412475
Ag1Ho1Se2,1.82503163642,1.67437898304,-0.195398402503
Ag1Ho1Sn1,4.09167310528,0.783522833079,-0.692489563587
Ag1Ho1Te2,2.74715463,1.93236938554,0.0623048611784
Ag1I1,1.621056123,2.69170122634,-0.0701617796385
Ag1I1O3,-2.82223228743,1.5101533208,0.328319784995
Ag1I1O4,-3.3159309997,1.37887022017,0.372595514392
Ag1I1Se3,-0.164069588141,3.22963949507,0.373651817862
Ag1I1Te3,0.942478004149,3.53922797808,0.68289573428
Ag1I2Tl1,1.41573924113,3.5230116078,0.00619588907425
Ag1I3K2,1.31886977891,2.08906180661,-1.49422957344
Ag1I3O8,-3.8205058592,1.8670667693,0.566817283406
Ag1I3Rb2,1.6447508807,2.49172734115,-1.56743460078
Ag1I3Tl2,1.34730028051,3.8001150683,0.0316484453118
Ag1In1,3.67672600345,0.745395915281,-1.1180346938
Ag1In1Li2,2.33613272944,-1.74282916898,-2.81639739951
Ag1In1O2,-1.0538492788,0.733925316187,-0.262030266193
Ag1In1O8W2,-1.941697998,0.499150694702,0.790510374857
Ag1In1P2Se6,-0.604864158647,2.39697948712,0.0830850573039
Ag1In1S2,0.0814115862236,1.23299547726,-0.29118058211
Ag1In1Se2,1.16128630394,2.16683046142,-0.224253572138
Ag1In1Te2,2.08340929752,2.42482086392,0.0334496915441
Ag1In2,3.35279957794,1.0730205765,-1.07888212718
Ag1In2Na3,2.86750079599,-1.10602711321,-3.04604919891
Ag1In3K2Se6,1.01019313192,1.86551075155,-0.936287469049
Ag1In3Zr5,4.08092830063,-0.33147901361,-0.321463886306
Ag1In5Se8,0.524286553571,2.65071367762,-0.0630112119423
Ag1In5Te8,1.57814140337,2.9455598519,0.231506803691
Ag1K1N2O6,-3.59454558128,0.0649194956829,-0.378744451675
Ag1K1O1,0.868675655564,-0.520139892962,-2.04973800246
Ag1K1O6P2,-3.15932690586,0.300126690184,-0.41295885368
Ag1K1Se1,2.34543271071,0.435130203855,-2.02455353975
Ag1K2Nb1S4,0.418154795875,0.0492795320933,-1.25151926602
Ag1K2P1,2.37345279138,-0.963391056493,-3.18150165303
Ag1K2S4Sb1,-0.0486381050982,0.676309001239,-1.13727686797
Ag1K2S4Ta1,0.685923170947,0.214011403955,-0.926841827045
Ag1K2S4V1,0.18640320712,0.0541423561644,-1.19243484303
Ag1K2Sb1,3.41662662081,-0.367977036763,-2.81022726553
Ag1K2Se4V1,1.26627792484,0.987977340327,-1.12550783305
Ag1K3O2,0.717582483523,-0.821459602833,-2.76177189936
Ag1K3Se8Sn3,0.78939165305,2.05474671707,-0.818187951194
Ag1La1,4.96468064399,-0.0797479952448,-1.56368731362
Ag1La1Mg1,3.78783332713,-1.26011682292,-1.80960554778
Ag1La1Nb2O7,-1.82042789166,0.0525400614314,0.111137808842
Ag1La1O12P4,-3.89100443803,0.578265922508,0.116656924256
Ag1La1O1S1,0.157758473982,0.570888441462,-0.499431734062
Ag1La1O4Ti1,-1.41688887478,0.0345418010907,-0.139824448351
Ag1La1Pb1,4.44025537205,1.15663963615,-1.20120904037
Ag1La1Sb2,3.24939467588,1.38830729064,-0.276856215937
Ag1La3S7Si1,-0.261518070739,0.855683437671,0.0296690528652
Ag1La3S7Sn1,-0.153305044498,1.23918466853,-0.259853697412
Ag1La3Se7Si1,0.998335766612,1.94515758587,0.107750564496
Ag1La5O7S5Ti2,-1.02137355483,0.441776499825,-0.215665154874
Ag1La5Pb3,4.58077775605,1.22674189087,-1.34707344924
Ag1Li1,2.8220223677,-2.23426616081,-2.87512624944
Ag1Li2Pb1,2.50774725475,-1.26754291898,-2.68531627449
Ag1Li2Sb1,2.04342322464,-1.46080599958,-2.31375943059
Ag1Li2Sn1,2.22654254246,-1.46750099816,-2.55545814646
Ag1Li2Sn2,2.23455122977,-0.608084282085,-2.03573051351
Ag1Lu1O2,-0.262886259027,0.213952040373,-0.0764716784199
Ag1Lu1Pb1,4.63623630472,1.01343787542,-0.656695843455
Ag1Lu1Se2,1.95224932371,1.6468571856,-0.0386949843641
Ag1Lu1Si1,3.82844458342,-0.787177820233,0.674539328363
Ag1Lu1Sn1,4.26129668834,0.746827103175,-0.48355167274
Ag1Lu6Te2,4.53794258882,0.651252703434,-0.0461866774418
Ag1Mg1,3.04132198668,-1.92916627333,-1.76846720488
Ag1Mg1O9P3,-3.84949549329,0.290562814289,0.0273903598708
Ag1Mg1Pr1,3.76345555408,-1.30508609383,-1.77021213853
Ag1Mg1Sb1,2.53891756038,-0.333989990037,-0.842319842674
Ag1Mg1Sm1,3.63496207373,-1.24878710437,-1.83618803656
Ag1Mg1Y1,3.49641624976,-1.74861821965,-1.55050905244
Ag1Mg2Nd1,3.16737433672,-1.87560939558,-1.90747178451
Ag1Mg2Pr1,3.18112633891,-1.88402818994,-1.90301960792
Ag1Mg2Sm1,3.08475622864,-1.84180394785,-1.95250153145
Ag1Mn1O4,-2.63621908934,0.223179553981,0.0956774590279
Ag1Mn1O4P1,-2.63655730657,0.259111974487,0.0141345836916
Ag1Mn1O4V1,-1.77183933294,-0.111699037174,0.163253690787
Ag1Mn1O9P3,-3.76108551223,0.455390743011,0.151326254029
Ag1Mn3N1,1.56989211546,-0.97571959435,-0.647712309068
Ag1Mn6O24P7,-3.59517157596,0.330126309684,0.165683995149
Ag1Mo1O6P1,-3.02647751873,0.244266349509,0.324730099547
Ag1Mo2O13P3,-3.55516377832,0.30691755655,0.378920298883
Ag1Mo6S8,0.619151253209,-0.0476050181283,0.631062785271
Ag1Mo6Se8,1.77101761878,0.948485631645,0.702451595908
Ag1Mo6Te6,3.10300361506,0.780510714591,0.945396769521
Ag1N1O2,-2.93375595731,0.126525472727,-0.0878986822661
Ag1N1O3,-3.50388967806,0.245711321601,0.0484758864729
Ag1N1O5Te1,-3.57477561511,0.847213981848,0.326907729013
Ag1N2Na1O4,-3.21704386555,-0.25442411909,-0.560114166882
Ag1N2O6Rb1,-3.49678125074,0.185719156044,-0.400705959872
Ag1Na1O1,0.415427577663,-0.933366051401,-1.88491150097
Ag1Na2Sb1,2.73675450395,-0.98781627442,-2.56298751329
Ag1Na3O2,0.0377103666679,-1.44129884049,-2.51453214712
Ag1Na3S2,0.79455094335,-1.10858539978,-2.53396569106
Ag1Nb1O3,-1.48726329753,-0.0459974187463,0.128493157585
Ag1Nb1Rb2S4,0.662565622213,0.351278683003,-1.30642303653
Ag1Nb1Rb2Se4,1.74244033993,1.28511366716,-1.23949602655
Ag1Nb3O8,-2.15179462182,-0.0781216551267,0.317033999142
Ag1Nd1,4.90060998007,-0.130364312878,-1.51350155291
Ag1Nd1O12P4,-3.8981234007,0.57264188721,0.122233119895
Ag1Nd1Pb1,4.39754159609,1.12289542439,-1.16775186657
Ag1Nd1Sn1,4.02260197971,0.856284652155,-0.994607695847
Ag1Nd3S7Si1,-0.293553402703,0.830375278852,0.0547619332179
Ag1Nd3Se7Si1,0.966300434646,1.91984942705,0.132843444848
Ag1Ni1O2,-1.05785444014,0.21393189159,0.245491168323
Ag1Ni1Se2,1.1572811426,1.64683703682,0.283267862379
Ag1Ni1Te2,2.07940413617,1.90482743933,0.54097112606
Ag1O1,-0.567959640538,0.242488324363,-0.320759116122
Ag1O13P4Ta1,-3.87856639672,0.537433739079,0.383112433733
Ag1O1Rb1,1.19455675734,-0.117474358422,-2.12294302979
Ag1O2Rb3,1.20640413619,-0.217461301017,-2.87157944037
Ag1O2Rh1,-0.581118558092,0.13000937288,0.0666076810551
Ag1O2Sc1,-0.938572193408,-0.323623989448,-0.227108117294
Ag1O2Yb1,-0.635579180073,0.36359585482,-0.582495136515
Ag1O3P1,-3.06867100263,0.480918516103,0.0142614844638
Ag1O3Sb1,-2.23413193908,0.957249731888,0.311280994467
Ag1O3Ta1,-1.05883389741,0.217573576234,0.647977059953
Ag1O3Te1Tl1,-1.39790634318,1.52031589216,0.133550408108
Ag1O3V1,-1.85806583954,-0.0382169002298,0.223028234385
Ag1O4Re1,-1.84575528374,0.39988725248,0.740887177242
Ag1O4S1,-3.66718263253,0.728822639881,0.27934629693
Ag1O5Se1V1,-2.77666646442,0.605261242574,0.371577130533
Ag1O5Te1V1,-2.54613571603,0.669758843201,0.436002946455
