C 4 H 16 Br 4 Mn 1 N 2
C 8 H 24 Cu 3 I 3 Mo 1 N 2 O 1 S 3
C 8 H 24 Cu 3 I 3 N 2 O 1 S 3 W 1
C 16 Co 4 O 16 S 2 Sn 2
C 16 Co 4 O 16 Se 2 Sn 2
H 1 Ga 5 O 8
H 2 Al 10 O 16
H 42 Al 3 Mn 6 Na 1 O 38 S 2
B 3 Cl 6 N 3
Ba 2 F 14 Mg 4 Sr 1
Ba 4 O 16 Si 6
Ba 3 Mo 1 N 4
Ba 3 N 4 W 1
Ca 2 N 4 Sr 1 W 1
Cr 1 N 4 Sr 3
Mo 1 N 4 Sr 3
Ce 1 O 5 Rh 2
Bi 1 Cu 1 Pt 1 S 3
Cu 1 Ni 1 S 3 Sb 1
Ba 1 Ge 1 Ni 1
Ca 2 Cu 1
Cu 1 Eu 2
C 2 H 12 Br 4 Cu 1 N 6
C 2 H 12 Cl 4 N 6 Zn 1
C 2 H 12 Cr 1 N 6 O 4
C 2 H 24 Co 1 N 6 O 14 S 2
C 2 H 24 Fe 1 N 6 O 14 S 2
C 2 H 24 N 6 Ni 1 O 14 S 2
C 2 H 15 As 1 N 6 O 5
C 2 H 20 Cd 1 N 6 O 12 S 2
C 2 H 20 Mn 1 N 6 O 12 S 2
C 3 H 18 Al 1 F 6 N 9
C 3 H 18 F 6 Fe 1 N 9
C 3 H 18 F 6 Ga 1 N 9
C 3 H 18 Bi 2 I 9 N 9
C 3 H 18 I 9 N 9 Sb 2
C 8 H 20 Br 1 Li 1 O 4
C 8 H 20 Cl 1 Li 1 O 4
C 4 H 18 Cl 4 Co 1 N 8 O 4
C 4 H 18 Cl 4 Mn 1 N 8 O 4
C 2 H 9 As 1 N 4 O 4 S 1
C 24 F 20 Ge 1
C 24 F 20 Sn 1
C 3 H 6 N 6 O 6
C 3 H 6 O 3
C 22 H 66 Ge 4 Si 6
C 16 H 48 As 2 Ga 2 Si 4
C 8 H 24 Al 1 Ge 2 P 1
C 8 H 24 Al 1 P 1 Sn 2
C 8 H 24 Ge 2 In 1 P 1
C 6 H 18 Br 2 N 4 S 4
C 6 H 18 Cl 2 N 4 S 2 Se 2
C 3 H 10 I 1 N 1
C 3 H 9 Br 3 P 2
C 3 H 9 Hg 1 I 3 S 1
C 4 H 12 Ag 1 N 1 Se 5
C 4 H 12 Cl 1 N 1 O 4
C 8 H 24 Cl 1 Co 1 N 1 O 4 P 2 S 4
C 8 H 24 Cl 1 Fe 1 N 1 O 4 P 2 S 4
C 4 H 24 Cl 7 Lu 1 N 4
C 16 Co 2 Cr 2 O 16 P 2
C 4 H 12 Fe 4 N 8 O 7 S 3
C 12 Fe 2 O 12 Os 1
C 2 H 6 O 6
Fe 1 O 3 Sr 2
As 1 Li 1 Se 2
Cu 2 In 2 Se 4
Cl 12 N 1 P 3
C 6 H 44 Ir 2 N 12 O 16
H 2 Co 2 Hg 2 O 11 S 2
H 2 Hg 2 O 11 S 2 Zn 2
H 2 Hg 2 O 11 Se 2 Zn 2
H 8 I 6 N 2 Re 1
Br 2 Cs 2 F 2
Al 5 Cu 6 U 1
Cu 1 Mo 1 O 4
Cu 1 O 4 W 1
Ca 1 Cu 1
H 18 Cl 8 I 6 Mo 6 O 8
H 20 Cl 14 Mo 6 O 9
As 2 Hg 6 O 8
Hg 6 O 8 P 2
H 6 As 1 N 1 O 4
H 6 N 1 O 4 P 1
H 4 K 2 Na 2 O 14 P 4
H 4 K 4 O 14 P 4
Ag 1 La 1 O 4 Ti 1
Ba 2 Br 1 In 1 O 3
Ba 2 Cl 1 In 1 O 3
Ba 2 F 1 In 1 O 3
Br 1 Fe 1 O 3 Sr 2
Ca 2 Cl 1 Fe 1 O 3
Cl 1 Co 1 O 3 Sr 2
Cl 1 Fe 1 O 3 Sr 2
Cl 1 Mn 1 O 3 Sr 2
Cl 1 Ni 1 O 3 Sr 2
F 1 Fe 1 O 3 Sr 2
Gd 1 Na 1 O 4 Ti 1
K 1 La 1 O 4 Ti 1
La 1 Na 1 O 4 Ti 1
Na 1 Nd 1 O 4 Ti 1
Na 1 O 4 Pr 1 Ti 1
Na 1 O 4 Sm 1 Ti 1
Ag 1 Eu 1 O 4 Ti 1
Eu 1 Na 1 O 4 Ti 1
Gd 1 Na 1 O 4 Ti 1
Na 1 O 4 Ti 1 Y 1
H 51 Li 4 N 17 Pb 9
H 51 Li 4 N 17 Sn 9
C 10 Br 2 Ge 1 O 10 W 2
C 10 Br 2 Mn 2 O 10 Sn 1
C 10 Cl 2 Mn 2 O 10 Sn 1
C 10 Cl 2 O 10 Re 2 Sn 1
As 1 Cd 2 F 1 O 4
Cd 2 F 1 O 4 P 1
Cu 2 F 1 O 4 P 1
Dy 2 Ge 1 O 5
Dy 2 O 5 V 1
Er 2 O 5 Si 1
F 1 Fe 2 O 4 P 1
F 1 Mn 2 O 4 P 1
Ge 1 O 5 Y 2
Lu 2 O 5 Si 1
O 5 Si 1 Y 2
O 5 Si 1 Yb 2
O 5 V 1 Yb 2
Sb 18 Zr 11
Mo 5 O 14
Mo 2 O 11 P 2
H 15 Al 1 F 6 N 6
H 15 F 6 Ga 1 N 6
H 12 F 8 Ge 1 N 4
H 12 F 8 N 4 Ti 1
C 1 H 4 N 2 O 2 S 1
H 12 Br 1 N 7 P 2
H 12 Cl 1 N 7 P 2
H 34 Cl 4 Cr 2 N 8 O 6
H 8 Co 1 F 4 N 2 O 2
H 8 Cu 1 F 4 N 2 O 2
H 8 F 4 N 2 O 2 Zn 1
H 12 Cr 1 F 6 N 3 O 3
H 12 F 6 Ga 1 N 3 O 3
C 2 H 10 N 2 O 5
H 8 N 2 O 12 Se 1 W 3
H 10 Al 1 F 5 N 2 O 1
H 10 F 5 Fe 1 N 2 O 1
H 14 Cd 1 Cr 2 N 4 O 8
H 12 Br 4 Cu 1 N 2 O 2
H 12 Cl 4 Cu 1 N 2 O 2
H 4 Cl 4 Cu 1 K 2 O 2
H 4 Cl 4 Cu 1 O 2 Rb 2
Cu 1 F 5 Pd 1 Rb 1
F 5 K 1 Pd 2
F 5 K 2 Ti 1
H 8 F 5 Fe 1 N 2
H 8 F 5 N 2 Ti 1
H 9 N 2 O 4 P 1
H 40 Co 2 N 2 O 44 V 10
H 40 Mg 2 N 2 O 44 V 10
H 40 Mn 2 N 2 O 44 V 10
H 40 N 2 Ni 2 O 44 V 10
H 40 N 2 O 44 V 10 Zn 2
H 8 Mo 4 N 2 O 13
H 8 Mo 1 N 2 O 2 S 2
H 36 Li 2 N 4 O 38 V 10
H 36 N 4 Na 2 O 38 V 10
H 10 F 1 N 2 O 4 P 1
H 8 F 1 N 2 O 3 P 1
H 8 N 2 O 4 S 1
H 8 N 2 O 5 Se 2
H 8 F 6 Mn 1 N 2
H 8 F 6 N 2 Si 1
H 11 Cl 5 N 3 V 1
H 16 N 2 O 16 P 4 Zn 1
H 14 Cd 1 Cr 2 N 4 O 8
H 13 N 3 O 8 S 2
H 13 N 3 O 8 Se 2
H 12 N 3 Nb 1 O 8
H 18 N 4 O 12 Se 3
H 36 N 6 O 34 V 10
H 9 N 1 O 8 P 2
H 16 N 4 O 12 P 4
H 1 K 1 O 3 Si 1
H 8 F 6 N 2 Zr 1
Cl 6 N 2 O 2 V 1
F 8 N 2 O 2 Re 1
F 8 N 2 O 2 W 1
F 8 N 2 O 2 Xe 1
N 2 O 14 S 3
F 4 N 4 S 4
H 18 Cu 1 N 4 Na 2 O 15 P 4
Cu 3 La 4 Mo 1 O 12
Ca 4 F 1 Na 5 O 16 P 4
F 1 K 5 La 4 O 16 Si 4
F 1 Na 5 O 16 Si 4 Y 4
Cl 10 Nb 2 P 4 S 4
Ca 2 Mn 1 O 6 Sb 1
Ca 2 Mn 1 O 6 Ta 1
O 3 Rh 1 Sc 1
B 2 Nd 1 Rh 3
F 6 O 2 Pt 1
F 6 O 2 Ru 1
F 6 O 2 Sb 1
Br 3 Cu 3 P 8 Se 6
Cl 18 Mo 2 P 2
Cl 18 P 2 Re 2
Cl 18 P 2 Sn 2
Cl 18 P 2 Ti 2
Cl 24 P 3 Re 2
Ge 13 Pt 4 Y 3
H 2 O 8 Pb 4 S 1
C 4 H 20 N 4 O 12 Pd 1 Zn 1
C 4 H 20 N 4 O 12 Pt 1 Zn 1
C 20 Br 2 In 2 O 20 Re 4
C 20 Cl 2 In 2 O 20 Re 4
C 19 Fe 3 Mn 2 O 19 Sn 2
C 19 Fe 3 O 19 Re 2 Sn 2
C 6 H 18 As 6 Cl 6 O 6 Rh 2
I 4 S 16 Sn 1
As 1 F 10 N 1 S 1 Xe 1
As 1 F 10 N 1 S 2
Cl 14 Hf 1 Mo 2 O 2 Se 8
Cl 14 Mo 2 O 2 Se 8 Zr 1
Cl 12 Hf 1 Se 2
Cl 12 Mo 1 Se 2
Cl 12 Os 1 Se 2
Cl 12 Re 1 Se 2
Cl 12 Se 2 Zr 1
O 192 Si 96
O 24 Si 12
B 2 Cu 2 O 6 Sr 1
Bi 1 Ni 2 O 10 Sr 5
Ni 1 Tb 1
Co 1 N 2 O 6
N 2 Ni 1 O 6
Cl 9 Nb 1 Te 1
Cl 9 Ta 1 Te 1
Cl 9 Te 1 W 1
Cl 12 Mo 1 Te 2
Cl 12 Re 1 Te 2
Cl 12 Hf 1 Te 2
Cl 12 Te 2 Zr 1
Cl 12 O 2 S 2 Ti 2
Er 1 O 2 S 3 U 2
H 4 O 10 Si 1 U 2
H 4 O 11 P 2 V 2
O 9 P 2 V 2
C 2 Cl 32 Mo 4 N 4 O 4 P 4
Cl 30 N 4 O 6 P 6 Re 4
Cl 30 N 4 O 6 P 6 W 4
Hg 1 Ni 1
H 8 Al 2 F 1 K 1 O 12 P 2
Cu 4 Na 3 S 4
Cu 3 S 8 V 4
Fe 6 Ge 4 Li 1
I 6 Pb 1 Tl 4
Br 2 Ge 1
C 1 H 2 Al 1 Na 1 O 5
As 2 O 5
O 26 P 4 Te 8
Bi 1 Cl 1 S 1
Cl 2 S 5 Sb 4
Ni 2 O 7 P 2
Ba 1 Ge 3 K 4 O 9
In 1 Sb 1
H 2 B 5 Ca 2 Cl 1 O 10
Ge 3 O 7 Pb 1
Ge 1 O 5 Pb 3
O 2 Si 1
B 6 Ba 2 Ni 9
Bi 1 Br 3
O 15 Pb 4 S 1 Si 3 Zn 2
C 1 H 2 S 3
Ba 5 O 21 Si 8
Ba 6 O 26 Si 10
Ba 2 O 10 Si 4
As 19 Pb 4 S 68 Sb 21 Tl 8
