,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
5340,65696,ABC2X7,Co2P2O7,0.02,14,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,296,noPress,mP44,e11,i,4,Na1_O7_P2_V1,4,Na+1,O-2,P+5,V+3,,,
5341,75272,ABC2X7,Co2P2O7,0.027000000000000003,14,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,295,noPress,mP44,e11,i,4,O7_Si2_Sr1_Zr1,4,O-2,Si+4,Sr+2,Zr+4,,,
5342,49918,AB2C4X14,Co2Si(P2O7)2,0.036000000000000004,15,monoclinic,C,42.0,84.0,84.0,84.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS84,f10_e,i,4,Cd2_O14_P4_Si1,4,Cd+2,O-2,P+5,Si+4,,,
5343,82403,AB2C4X14,Co2Si(P2O7)2,0.02,15,monoclinic,C,42.0,84.0,84.0,84.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS84,f10_e,i,4,Co2_O14_P4_Si1,4,Co+2,O-2,P+5,Si+4,,,
5344,412559,AB2C4X14,Co2Si(P2O7)2,0.023,15,monoclinic,C,42.0,84.0,84.0,84.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS84,f10_e,i,4,Mn2_O14_P4_Si1,4,Mn+2,O-2,P+5,Si+4,,,
5345,59000,A2B3X8,Co3(AsO4)2,0.065,14,monoclinic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP52,e13,i,3,As2_Co3_O8,3,As+5,Co+2,O-2,,,,
5346,24198,A2B3X8,Co3(AsO4)2,0.09,14,monoclinic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP52,e13,i,3,As2_Cu3_O8,3,As+5,Cu+2,O-2,,,,
5347,63709,A2B3X8,Co3(AsO4)2,0.04,14,monoclinic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,295,noPress,mP52,e13,i,3,As2_Ni3_O8,3,As+5,Ni+2,O-2,,,,
5348,404199,A2B3X8,Co3(AsO4)2,0.1824,14,monoclinic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP52,e13,i,3,As2_O8_Zn3,3,As+5,O-2,Zn+2,,,,
5349,60925,A14NOP3X14,Co3(CO)9AsCr(CO)5,0.032,2,triclinic,P,66.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,233,noPress,aP66,i33,0,5,C14_As1_Co3_Cr1_O14,5,As+0,C+2,Co+0,Cr+0,O-2,,
5350,171206,A2B3X12,Co3(SO4)2(OH)2(H2O)2,0.0375,57,orthorhombic,P,92.0,92.0,92.0,92.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP92,e5_d6_c,i,4,H6_Co3_O12_S2,4,Co+2,H+1,O-2,S+6,,,
5351,281474,A2B3X12,Co3(SO4)2(OH)2(H2O)2,0.0335,57,orthorhombic,P,92.0,92.0,92.0,92.0,badcount_n,po_n,undet_n,ct_n,300,noPress,oP92,e5_d6_c,i,4,H6_Ni3_O12_S2,4,H+1,Ni+2,O-2,S+6,,,
5352,66717,A3B3X10,Co3(SeO3)3H2O,0.032,2,triclinic,P,36.0,36.0,36.0,36.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,aP36,i15_h_a,i,4,H2_Co3_O10_Se3,4,Co+2,H+1,O-2,Se+4,,,
5353,281509,A3B3X10,Co3(SeO3)3H2O,0.022000000000000002,2,triclinic,P,36.0,36.0,36.0,36.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,aP36,i15_h_a,i,4,H2_Mn3_O10_Se3,4,H+1,Mn+2,O-2,Se+4,,,
5354,66718,A3B3X10,Co3(SeO3)3H2O,0.045,2,triclinic,P,36.0,36.0,36.0,36.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,aP36,i15_h_a,i,4,H2_Ni3_O10_Se3,4,H+1,Ni+2,O-2,Se+4,,,
5355,51317,ABC3X7,Co3BPO7,0.0493,8,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,b9_a6,i,4,B1_Co3_O7_P1,4,B+3,Co+2,O-2,P+5,,,
5356,406386,ABC3X7,Co3BPO7,0.0487,8,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,b9_a6,i,4,B1_O7_P1_Zn3,4,B+3,O-2,P+5,Zn+2,,,
5357,86238,A2B3X8,Co3U2O8,0.025,58,orthorhombic,P,26.0,26.0,26.0,26.0,badcount_n,po_n,undet_n,ct_n,300,noPress,oP26,h_g3_e_d,i,3,Co3_O8_U2,3,Co+2,O-2,U+5,,,,
5358,65799,A3NOX3,Co4Sb4(CO)12,0.032,141,tetragonal,I,64.0,128.0,128.0,128.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,tI128,i2_h4,0,4,C12_Bi4_Co4_O12,4,Bi+0,C+2,Co+0,O-2,,,
5359,31968,A3NOX3,Co4Sb4(CO)12,0.05,141,tetragonal,I,64.0,128.0,128.0,128.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,tI128,i2_h4,0,4,C12_Co4_O12_Sb4,4,C+2,Co+0,O-2,Sb+0,,,
5360,54015,AB7C10X27,Co5(PO4)2(OH)4,0.0345,31,orthorhombic,P,90.0,90.0,90.0,90.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP90,b17_a11,i,4,K10_Mg1_Mo7_O27,4,K+1,Mg+2,Mo+6,O-2,,,
5361,54016,AB7C10X27,Co5(PO4)2(OH)4,0.0609,31,orthorhombic,P,90.0,90.0,90.0,90.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP90,b17_a11,i,4,K10_Mn1_Mo7_O27,4,K+1,Mn+2,Mo+6,O-2,,,
5362,263127,A5B6C9X30,Co9Pb6Te5O30,0.0246,182,hexagonal,P,100.0,100.0,100.0,100.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hP100,i5_h3_g2_f2_b,i,4,Co9_O30_Pb6_Te5,4,Co+2,O-2,Pb+2,Te+6,,,
5363,408315,A5B6C9X30,Co9Pb6Te5O30,0.061,182,hexagonal,P,100.0,100.0,100.0,100.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hP100,i5_h3_g2_f2_b,i,4,Ni4.5_O15_Pb3_Te2.5,4,Ni+2,O-2,Pb+2,Te+6,,,
5364,240324,ABCX6,CoBPO4(OH)2,0.033,152,trigonal/rhombohedral,P,66.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hP66,c8_b_a,i,5,H2_B1_Co1_O6_P1,5,B+3,Co+2,H+1,O-2,P+5,,
5365,240323,ABCX6,CoBPO4(OH)2,0.032,154,trigonal/rhombohedral,P,66.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hP66,c8_b_a,i,5,H2_B1_Fe1_O6_P1,5,B+3,Fe+2,H+1,O-2,P+5,,
5366,240322,ABCX6,CoBPO4(OH)2,0.03,154,trigonal/rhombohedral,P,66.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hP66,c8_b_a,i,5,H2_B1_Mn1_O6_P1,5,B+3,H+1,Mn+2,O-2,P+5,,
5367,152223,AB2C2X14,CoFe2(AsO4)2(OH)2(H2O)4,0.018000000000000002,14,monoclinic,P,58.0,58.0,58.0,58.0,badcount_n,po_n,undet_n,ct_n,298,noPress,mP58,e9_a,i,5,H10_As2_Co1_Fe2_O14,5,As+5,Co+2,Fe+3,H+1,O-2,,
5368,190732,ABC2X8,CoMoO4,0.15,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,4,Ag1_Bi1_O8_W2,4,Ag+1,Bi+3,O-2,W+6,,,
5369,27743,ABC2X8,CoMoO4,0.14,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,4,Ag1_Er1_O8_W2,4,Ag+1,Er+3,O-2,W+6,,,
5370,18119,ABX4,CoMoO4,0.207,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,Cd1_Cr1_O4,3,Cd+2,Cr+6,O-2,,,,
5371,23808,ABX4,CoMoO4,0.08199999999999999,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,Co1_Mo1_O4,3,Co+2,Mo+6,O-2,,,,
5372,18120,ABX4,CoMoO4,0.157,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,Cr1_Mg1_O4,3,Cr+6,Mg+2,O-2,,,,
5373,79865,ABX4,CoMoO4,0.061,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,Cr1_O4_V1,3,Cr+3,O-2,V+5,,,,
5374,43012,ABX4,CoMoO4,,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,Fe1_Mo1_O4,3,Fe+2,Mo+6,O-2,,,,
5375,80360,ABX4,CoMoO4,0.03,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,In1_O4_V1,3,In+3,O-2,V+5,,,,
5376,195111,ABC2X8,CoMoO4,0.0749,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,4,K1_Nd1_O8_W2,4,K+1,Nd+3,O-2,W+6,,,
5377,27737,ABC2X8,CoMoO4,0.10800000000000001,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,4,La1_O8_Rb1_W2,4,La+3,O-2,Rb+1,W+6,,,
5378,20418,ABX4,CoMoO4,0.053,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,j3_i4_h_g,i,3,Mg1_Mo1_O4,3,Mg+2,Mo+6,O-2,,,,
5379,78328,ABX4,CoMoO4,0.032,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,50,noPress,mS48,j3_i4_h_g,i,3,Mn1_Mo1_O4,3,Mn+2,Mo+6,O-2,,,,
5380,81059,ABX4,CoMoO4,0.027000000000000003,12,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,297,noPress,mS48,j3_i4_h_g,i,3,Mo1_Ni1_O4,3,Mo+6,Ni+2,O-2,,,,
5381,174027,AX,CoO,,139,tetragonal,F,2.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,270,noPress,tI4,b_a,i,2,Co1_O1,2,Co+2,O-2,,,,,
5382,69219,ABX5,CoSeO3(H2O)2,0.043,14,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP44,e7,i,4,H4_Co1_O5_Se1,4,Co+2,H+1,O-2,Se+4,,,
5383,280577,ABX5,CoSeO3(H2O)2,0.023,14,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP44,e7,i,4,H4_Mg1_O5_Se1,4,H+1,Mg+2,O-2,Se+4,,,
5384,69220,ABX5,CoSeO3(H2O)2,0.069,14,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP44,e7,i,4,H4_Ni1_O5_Se1,4,H+1,Ni+2,O-2,Se+4,,,
5385,93795,ABCX6,CoTeMoO6,0.05,18,orthorhombic,P,18.0,18.0,18.0,18.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP18,c3_b2_a,i,4,Co1_Mo1_O6_Te1,4,Co+2,Mo+6,O-2,Te+4,,,
5386,163980,ABCX6,CoTeMoO6,0.0095,18,orthorhombic,P,18.0,18.0,18.0,18.0,badcount_n,po_n,undet_n,ct_n,3.3,noPress,oP18,c3_b2_a,i,4,Mn1_Mo1_O6_Te1,4,Mn+2,Mo+6,O-2,Te+4,,,
5387,163981,ABCX6,CoTeMoO6,0.009000000000000001,18,orthorhombic,P,18.0,18.0,18.0,18.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP18,c3_b2_a,i,4,Mo1_O6_Te1_Zn1,4,Mo+6,O-2,Te+4,Zn+2,,,
5388,414007,AB2X8,CoV2O6(H2O)2,0.0322,62,orthorhombic,P,60.0,60.0,60.0,60.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP60,d4_c3,i,4,H4_Co1_O8_V2,4,Co+2,H+1,O-2,V+5,,,
5389,414008,AB2X8,CoV2O6(H2O)2,0.016,62,orthorhombic,P,60.0,60.0,60.0,60.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP60,d4_c3,i,4,H4_Ni1_O8_V2,4,H+1,Ni+2,O-2,V+5,,,
5390,65371,AX2,Coesite,0.0109,15,monoclinic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS48,f5_e_a,i,2,O2_Si1,2,O-2,Si+4,,,,,
5391,237135,A2B4C5X18,Cordierite,0.0448,66,orthorhombic,C,58.0,116.0,116.0,116.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oS116,m3_l6_k_g_b,i,4,Al4_Fe2_O18_Si5,4,Al+3,Fe+2,O-2,Si+4,,,
5392,156362,A2B4C5X18,Cordierite,0.0356,66,orthorhombic,C,58.0,116.0,116.0,116.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS116,m3_l6_k_g_b,i,4,Al4_Mg2_O18_Si5,4,Al+3,Mg+2,O-2,Si+4,,,
5393,89076,A2B4C5X18,Cordierite,0.012,66,orthorhombic,C,58.0,116.0,116.0,116.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS116,m3_l6_k_g_b,i,4,Al4_Mn2_O18_Si5,4,Al+3,Mn+2,O-2,Si+4,,,
5394,75577,A2X3,Corundum-Al2O3,0.012,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,298,noPress,hR10,e_c,i,2,Cr2_O3,2,Cr+3,O-2,,,,,
5395,96069,A2X3,Corundum-Al2O3,0.004,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,2900,hR10,e_c,i,2,Fe2_O3,2,Fe+3,O-2,,,,,
5396,27431,A2X3,Corundum-Al2O3,0.034,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR10,e_c,i,2,Ga2_O3,2,Ga+3,O-2,,,,,
5397,16086,A2X3,Corundum-Al2O3,0.022000000000000002,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR10,e_c,i,2,In2_O3,2,In+3,O-2,,,,,
5398,108941,A2X3,Corundum-Al2O3,0.132,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR10,e_c,i,2,O3_Rh2,2,O-2,Rh+3,,,,,
5399,77696,A2X3,Corundum-Al2O3,0.013000000000000001,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR10,e_c,i,2,O3_Ti2,2,O-2,Ti+3,,,,,
5400,64786,A2X3,Corundum-Al2O3,0.012,167,trigonal/rhombohedral,R,10.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR10,e_c,i,2,O3_V2,2,O-2,V+3,,,,,
5401,59895,A6NX6,Cr(CO)6,0.0206,62,orthorhombic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,11,noPress,oP52,d4_c5,0,3,C6_Cr1_O6,3,C+2,Cr+0,O-2,,,,
5402,30809,A6NX6,Cr(CO)6,0.025,62,orthorhombic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,295,noPress,oP52,d4_c5,0,3,C6_Mo1_O6,3,C+2,Mo+0,O-2,,,,
5403,8067,A6NX6,Cr(CO)6,0.0329,62,orthorhombic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,245.5,noPress,oP52,d4_c5,0,3,C6_O6_V1,3,C+2,O-2,V+0,,,,
5404,300206,A6NX6,Cr(CO)6,0.027999999999999997,62,orthorhombic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP52,d4_c5,0,3,C6_O6_W1,3,C+2,O-2,W+0,,,,
5405,56874,AB3X9,Cr(PO3)3,,15,monoclinic,I,26.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS52,f5_e_d_a,i,3,Cr1_O9_P3,3,Cr+3,O-2,P+5,,,,
5406,83631,AB3X9,Cr(PO3)3,0.045,15,monoclinic,I,26.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,297,noPress,mS52,f5_e_d_a,i,3,O9_P3_Ru1,3,O-2,P+5,Ru+3,,,,
5407,16031,AX3,CrO3,0.0234,40,orthorhombic,C,8.0,16.0,16.0,16.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS16,b3_a,i,2,Cr1_O3,2,Cr+6,O-2,,,,,
5408,64764,AX2,CrOOH(R3-m),,166,trigonal/rhombohedral,R,4.0,12.0,12.0,12.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR4,c_a,i,3,D1_Co1_O2,3,Co+3,D+1,O-2,,,,
5409,22285,AX2,CrOOH(R3-m),0.077,166,trigonal/rhombohedral,R,4.0,12.0,12.0,12.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR4,c_a,i,3,H1_Co1_O2,3,Co+3,H+1,O-2,,,,
5410,1373,AX2,CrOOH(R3m),0.076,160,trigonal/rhombohedral,R,4.0,12.0,12.0,12.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hR4,a3,i,3,D1_Cr1_O2,3,Cr+3,D+1,O-2,,,,
5411,1372,AX2,CrOOH(R3m),0.015,160,trigonal/rhombohedral,R,4.0,12.0,12.0,12.0,badcount_n,po_n,undet_n,ct_n,300,noPress,hR4,a3,i,3,H1_Cr1_O2,3,Cr+3,H+1,O-2,,,,
5412,27517,AX2,CrOOH(oP8),0.037000000000000005,31,orthorhombic,P,8.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,6,noPress,oP8,a3,i,3,D1_Cr1_O2,3,Cr+3,D+1,O-2,,,,
5413,420003,AX2,CrOOH(oP8),0.0166,31,orthorhombic,P,8.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP8,a3,i,3,D1_Fe1_O2,3,D+1,Fe+3,O-2,,,,
5414,2257,AX2,CrOOH(oP8),0.049,31,orthorhombic,P,8.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP8,a3,i,3,H1_Cr1_O2,3,Cr+3,H+1,O-2,,,,
5415,420002,AX2,CrOOH(oP8),0.0155,31,orthorhombic,P,8.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP8,a3,i,3,H1_Fe1_O2,3,Fe+3,H+1,O-2,,,,
5416,420004,AX2,CrOOH(oP8),0.0194,31,orthorhombic,P,8.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP8,a3,i,3,H1_Ga1_O2,3,Ga+3,H+1,O-2,,,,
5417,15082,AX2,CrOOH(oP8),0.042,31,orthorhombic,P,8.0,8.0,8.0,8.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP8,a3,i,3,H1_In1_O2,3,H+1,In+3,O-2,,,,
5418,4164,ABX4,CrPS4,0.055,12,monoclinic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS24,j_i3_g,i,3,Al1_O4_W1,3,Al+3,O-2,W+5,,,,
5419,173875,ABX4,CrPS4,0.0266,12,monoclinic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS24,j_i3_g,i,3,Cr1_O4_Re1,3,Cr+3,O-2,Re+5,,,,
5420,8269,ABX4,CrPS4,0.036000000000000004,12,monoclinic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mS24,j_i3_g,i,3,Cr1_O4_W1,3,Cr+3,O-2,W+5,,,,
5421,34416,AX2,CrPS4,0.028999999999999998,12,monoclinic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,298,noPress,mS24,j_i3_g,i,2,O2_V1,2,O-2,V+4,,,,,
5422,67676,ABX4,CrUO4,0.044000000000000004,60,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP24,d2_c2,i,3,Al1_O4_Ta1,3,Al+3,O-2,Ta+5,,,,
5423,70118,ABX4,CrUO4,0.015,60,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP24,d2_c2,i,3,Bi1_O4_V1,3,Bi+3,O-2,V+5,,,,
5424,8097,ABX4,CrUO4,0.07400000000000001,60,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP24,d2_c2,i,3,Ca1_O4_Te1,3,Ca+2,O-2,Te+6,,,,
5425,15859,ABX4,CrUO4,0.1,60,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP24,d2_c2,i,3,Cr1_O4_U1,3,Cr+3,O-2,U+5,,,,
5426,15709,ABX4,CrUO4,0.018000000000000002,60,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP24,d2_c2,i,3,Fe1_O4_U1,3,Fe+2,O-2,U+6,,,,
5427,8098,ABX4,CrUO4,0.035,60,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP24,d2_c2,i,3,O4_Sr1_Te1,3,O-2,Sr+2,Te+6,,,,
5428,159272,ABX4,CrVO4,0.1,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,13900,oS24,g_f_c_a,i,3,Al1_O4_P1,3,Al+3,O-2,P+5,,,,
5429,18118,ABX4,CrVO4,0.209,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cd1_Cr1_O4,3,Cd+2,Cr+6,O-2,,,,
5430,60571,ABX4,CrVO4,,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cd1_O4_S1,3,Cd+2,O-2,S+6,,,,
5431,23492,ABX4,CrVO4,0.057,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Co1_Cr1_O4,3,Co+2,Cr+6,O-2,,,,
5432,33736,ABX4,CrVO4,0.034,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Co1_O4_S1,3,Co+2,O-2,S+6,,,,
5433,109072,ABX4,CrVO4,,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Co1_O4_Se1,3,Co+2,O-2,Se+6,,,,
5434,183216,ABX4,CrVO4,0.0342,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oS24,g_f_c_a,i,3,Cr1_Cu1_O4,3,Cr+6,Cu+2,O-2,,,,
5435,416147,ABX4,CrVO4,0.0329,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cr1_Hg1_O4,3,Cr+6,Hg+2,O-2,,,,
5436,18117,ABX4,CrVO4,0.126,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cr1_Mg1_O4,3,Cr+6,Mg+2,O-2,,,,
5437,237338,ABX4,CrVO4,0.0972,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oS24,g_f_c_a,i,3,Cr1_Mn1_O4,3,Cr+6,Mn+2,O-2,,,,
5438,23493,ABX4,CrVO4,0.11,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cr1_Ni1_O4,3,Cr+5,Ni+3,O-2,,,,
5439,248485,ABX4,CrVO4,0.0292,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,4,noPress,oS24,g_f_c_a,i,3,Cr1_O4_P1,3,Cr+3,O-2,P+5,,,,
5440,27508,ABX4,CrVO4,0.066,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cr1_O4_V1,3,Cr+3,O-2,V+5,,,,
5441,109073,ABX4,CrVO4,,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Cu1_O4_Se1,3,Cu+2,O-2,Se+6,,,,
5442,155065,ABX4,CrVO4,0.07200000000000001,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Fe1_O4_P1,3,Fe+3,O-2,P+5,,,,
5443,23507,ABX4,CrVO4,0.0591,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Fe1_O4_S1,3,Fe+2,O-2,S+6,,,,
5444,82161,ABX4,CrVO4,0.035,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,Fe1_O4_V1,3,Fe+3,O-2,V+5,,,,
5445,16618,ABX4,CrVO4,0.066,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,In1_O4_P1,3,In+3,O-2,P+5,,,,
5446,10431,ABX4,CrVO4,0.028999999999999998,63,orthorhombic,C,12.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oS24,g_f_c_a,i,3,In1_O4_V1,3,In+3,O-2,V+5,,,,
