,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
632,183283,AB2C2X9,183283,0.0254,4,monoclinic,P,32.0,32.0,32.0,32.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mP32,a14,i,5,H2_As2_Ba1_O9_Zn2,5,As+5,Ba+2,H+1,O-2,Zn+2,,
633,183392,A8B10C12X41,183392,0.0334,2,triclinic,P,71.0,71.0,71.0,71.0,badcount_n,po_n,undet_n,ct_n,290,noPress,aP71,i35_e,i,4,Al10_B12_Ba8_O41,4,Al+3,B+3,Ba+2,O-2,,,
634,183393,ABCX4,183393,0.023,64,orthorhombic,C,28.0,56.0,56.0,56.0,badcount_n,po_n,undet_n,ct_n,296,noPress,oS56,g_f2_e2_d,i,4,B1_Bi1_O4_Pb1,4,B+3,Bi+3,O-2,Pb+2,,,
635,183434,A5B6C11X22,183434,0.0326,5,monoclinic,C,44.0,88.0,88.0,88.0,badcount_n,po_n,undet_n,ct_n,153,noPress,mS88,c20_b3_a,i,4,B11_Li6_O22_Rb5,4,B+3,Li+1,O-2,Rb+1,,,
636,183440,A2B3C4X19,183440,0.049,15,monoclinic,C,56.0,112.0,112.0,112.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS112,f13_e2,i,4,As4_Ba3_O19_U2,4,As+5,Ba+2,O-2,U+6,,,
637,183442,ABC2X9,183442,0.0377,15,monoclinic,C,52.0,104.0,104.0,104.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS104,f12_e2,i,4,Bi1_Ce1_O9_W2,4,Bi+3,Ce+3,O-2,W+6,,,
638,183485,AB2X6,183485,0.031,31,orthorhombic,P,54.0,54.0,54.0,54.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oP54,b11_a5,i,3,La2_O6_W1,3,La+3,O-2,W+6,,,,
639,183574,ABC2X8,183574,0.034,14,monoclinic,P,48.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP48,e12,i,4,B1_O8_P1_Th2,4,B+3,O-2,P+5,Th+4,,,
640,183583,ABX3,183583,0.0623,11,monoclinic,P,30.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP30,e15,i,3,Ca1_O3_Rh1,3,Ca+2,O-2,Rh+4,,,,
641,183584,AB3X8,183584,0.026000000000000002,11,monoclinic,P,32.0,32.0,32.0,32.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP32,f2_e6_c_b,i,4,H4_Cu3_Mo1_O8,4,Cu+2,H+1,Mo+6,O-2,,,
642,183637,A2B4X7,183637,0.0301,41,orthorhombic,A,52.0,104.0,104.0,104.0,badcount_n,po_n,undet_n,ct_n,296,noPress,oS104,b12_a2,i,3,B2_O7_Pb4,3,B+3,O-2,Pb+2,,,,
643,183692,ABC9X15,183692,2.7089999999999996,167,trigonal/rhombohedral,R,52.0,156.0,156.0,156.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hR52,f3_e2_b_a,i,4,B9_Ba1_Li1_O15,4,B+3,Ba+2,Li+1,O-2,,,
644,183701,AX2,183701,0.0624,217,cubic,I,18.0,36.0,36.0,36.0,badcount_n,po_n,undet_n,ct_n,1098,noPress,cI36,g_d,i,2,O2_Si1,2,O-2,Si+4,,,,,
645,183968,AB2X4,183968,0.0137,141,tetragonal,I,14.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,noTemp,17900,tI28,h_d_a,i,3,Cr2_Fe1_O4,3,Cr+3,Fe+2,O-2,,,,
646,184382,A2B3X7,184382,,36,orthorhombic,C,24.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oC48,b5_a2,i,3,Bi3_Mn2_O7,3,Bi+2,Mn+4,O-2,,,,
647,184695,AB2X4,184695,0.0637,92,tetragonal,P,28.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,200,noPress,tP28,b3_a,i,3,Mg1_O4_Ti2,3,Mg+2,O-2,Ti+3,,,,
648,184714,ABCX6,184714,0.0149,18,orthorhombic,P,18.0,18.0,18.0,18.0,badcount_n,po_n,undet_n,ct_n,296,noPress,oP18,c3_b_a2,i,4,Mg1_Mo1_O6_Te1,4,Mg+2,Mo+6,O-2,Te+4,,,
649,185292,ABC2X7,185292,,74,orthorhombic,I,22.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oI44,h2_g2_e2_a,i,4,La1_Nb2_O7_Rb1,4,La+3,Nb+5,O-2,Rb+1,,,
650,185335,AB2C4X15,185335,0.054000000000000006,18,orthorhombic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP44,c10_b_a,i,4,O15_P4_Si1_Y2,4,O-2,P+5,Si+4,Y+3,,,
651,185595,ABCX7,185595,0.025,64,orthorhombic,C,56.0,112.0,112.0,112.0,badcount_n,po_n,undet_n,ct_n,223,noPress,oS112,g2_f4_e_d,i,5,H4_Li1_O7_P1_V1,5,H+1,Li+1,O-2,P+5,V+4,,
652,185598,ABX4,185598,0.0349,9,monoclinic,C,14.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,200,noPress,mS28,a6,i,4,H1_I1_O4_Zn1,4,H+1,I+5,O-2,Zn+2,,,
653,185692,AB2C2X9,185692,0.1016,2,triclinic,P,28.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,298,noPress,aP28,i14,i,4,Cr1_Mn2_O9_Pb2,4,Cr+6,Mn+4,O-2,Pb+2,,,
654,185810,ABC2X6,185810,0.0307,142,tetragonal,I,80.0,160.0,160.0,160.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,tI160,g4_f2,i,4,B1_Cs1_O6_Si2,4,B+3,Cs+1,O-2,Si+4,,,
655,185934,ABC2D5X12,185934,0.0442,4,monoclinic,P,42.0,42.0,42.0,42.0,badcount_n,po_n,undet_n,ct_n,296,noPress,mP42,a21,i,5,B5_K2_O12_Sr1_V1,5,B+3,K+1,O-2,Sr+2,V+5,,
656,186289,AB2C3X9,186289,0.0111,2,triclinic,P,32.0,32.0,32.0,32.0,badcount_n,po_n,undet_n,ct_n,4,noPress,aP32,i15,i,5,H1_Al1_Na2_O9_Si3,5,Al+3,H+1,Na+1,O-2,Si+4,,
657,186427,ABX4,186427,,19,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,40500,oP24,a6,i,3,Ba1_O4_S1,3,Ba+2,O-2,S+6,,,,
658,186517,ABCX4,186517,,1,triclinic,P,14.0,14.0,14.0,14.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,aP14,a14,i,4,Fe1_Li1_O4_Si1,4,Fe+3,Li+1,O-2,Si+4,,,
659,186554,AB2X5,186554,0.0331,2,triclinic,P,22.0,22.0,22.0,22.0,badcount_n,po_n,undet_n,ct_n,273,noPress,aP22,i8,i,4,C2_H3_Na1_O5,4,C+3,H+1,Na+1,O-2,,,
660,186651,AB3C6X12,186651,0.0395,213,cubic,P,176.0,176.0,176.0,176.0,badcount_n,po_n,undet_n,ct_n,293,noPress,cP176,e6_d_c2_a,i,4,C6_Fe1_K3_O12,4,C+3,Fe+3,K+1,O-2,,,
661,186699,ABC2X5,186699,0.0256,61,orthorhombic,P,72.0,72.0,72.0,72.0,badcount_n,po_n,undet_n,ct_n,296,noPress,oP72,c9,i,4,B2_Cd1_O5_Sr1,4,B+3,Cd+2,O-2,Sr+2,,,
662,186707,AX2,186707,0.0961,62,orthorhombic,P,48.0,48.0,48.0,48.0,badcount_n,po_n,undet_n,ct_n,295,noPress,oP48,c12,i,2,O2_Ti1,2,O-2,Ti+4,,,,,
663,186772,ABX3,186772,0.0785,2,triclinic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,noTemp,3100,aP20,i10,i,3,C1_Ca1_O3,3,C+4,Ca+2,O-2,,,,
664,186773,ABX3,186773,0.0684,2,triclinic,P,10.0,10.0,10.0,10.0,badcount_n,po_n,undet_n,ct_n,noTemp,30400,aP10,i5,i,3,C1_Ca1_O3,3,C+4,Ca+2,O-2,,,,
665,1868,AB2C6X18,1868,0.05,14,monoclinic,P,108.0,108.0,108.0,108.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP108,e27,i,4,Ba2_Cu1_O18_P6,4,Ba+2,Cu+2,O-2,P+5,,,
666,186855,ABX3,186855,,165,trigonal/rhombohedral,P,30.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hP30,g_f_d2_b_a,i,3,In1_Mn1_O3,3,In+3,Mn+3,O-2,,,,
667,186872,AB3X5,186872,0.0371,36,orthorhombic,C,18.0,36.0,36.0,36.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oS36,b3_a3,i,3,O5_Pb3_Se1,3,O-2,Pb+2,Se+4,,,,
668,187198,ABX3,187198,0.0624,14,monoclinic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,105,noPress,mP20,e4_b_a,i,3,O3_Sm1_V1,3,O-2,Sm+3,V+3,,,,
669,187199,ABX3,187199,0.0596,14,monoclinic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,165,noPress,mP20,e4_b_a,i,3,O3_Sm1_V1,3,O-2,Sm+3,V+3,,,,
670,187239,AB3X9,187239,0.019,2,triclinic,P,38.0,38.0,38.0,38.0,badcount_n,po_n,undet_n,ct_n,293,noPress,aP38,i13,i,4,C6_H12_Nd2_O18,4,C+3,H+1,Nd+3,O-2,,,
671,187252,AB3X8,187252,0.0285,19,orthorhombic,P,128.0,128.0,128.0,128.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP128,a24,i,4,C6_H8_O16_Pr2,4,C+3,H+1,O-2,Pr+3,,,
672,187267,AB2X5,187267,0.064,46,orthorhombic,I,16.0,32.0,32.0,32.0,badcount_n,po_n,undet_n,ct_n,173,noPress,oI32,c2_b2_a2,f,3,Cs1_O5_V2,3,Cs+1,O-2,V+4.5,,,,
673,187490,AB2C3X9,187490,0.0342,194,hexagonal,P,30.0,30.0,30.0,30.0,badcount_n,po_n,undet_n,ct_n,295,noPress,hP30,k_g_f_e_d_b,i,4,Ge2_K1_O9_V3,4,Ge+4,K+1,O-2,V+3,,,
674,187561,ABC4X6,187561,0.0275,2,triclinic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,300,noPress,aP24,i12,i,4,Cu1_O6_Te1_Tl4,4,Cu+2,O-2,Te+6,Tl+1,,,
675,187562,AB2C6X10,187562,0.0275,62,orthorhombic,P,76.0,76.0,76.0,76.0,badcount_n,po_n,undet_n,ct_n,300,noPress,oP76,d7_c5,i,4,Cu1_O10_Te2_Tl6,4,Cu+2,O-2,Te+6,Tl+1,,,
676,187588,AB2X4,187588,0.308,51,orthorhombic,P,28.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,293,61000,oP28,j2_i2_f2_e2_c_b,i,3,Fe2_O4_Ti1,3,Fe+2,O-2,Ti+4,,,,
677,187753,AB2X12,187753,0.0318,56,orthorhombic,P,92.0,92.0,92.0,92.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP92,e7_c,i,4,H8_Ca1_Mn2_O12,4,Ca+2,H+1,Mn+7,O-2,,,
678,187781,AB5X23,187781,0.0341,2,triclinic,P,96.0,96.0,96.0,96.0,badcount_n,po_n,undet_n,ct_n,298,noPress,aP96,i29,i,4,H38_Ca2_O46_V10,4,Ca+2,H+1,O-2,V+5,,,
679,187833,A2B4X7,187833,0.0319,194,hexagonal,P,26.0,26.0,26.0,26.0,badcount_n,po_n,undet_n,ct_n,573,noPress,hP26,k_f2_c_b_a,i,3,K4_O7_P2,3,K+1,O-2,P+5,,,,
680,187834,A2B4X7,187834,0.0321,194,hexagonal,P,26.0,26.0,26.0,26.0,badcount_n,po_n,undet_n,ct_n,873,noPress,hP26,k_f2_c_b_a,i,3,K4_O7_P2,3,K+1,O-2,P+5,,,,
681,187835,A2B4X7,187835,0.0325,169,hexagonal,P,234.0,234.0,234.0,234.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hP234,a39,i,3,K4_O7_P2,3,K+1,O-2,P+5,,,,
682,187838,AB2X4,187838,0.011000000000000001,62,orthorhombic,P,28.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,300,noPress,oP28,d2_c3,i,3,O4_Si1_Zn2,3,O-2,Si+4,Zn+2,,,,
683,187839,AB2X4,187839,0.006,61,orthorhombic,P,56.0,56.0,56.0,56.0,badcount_n,po_n,undet_n,ct_n,300,noPress,oP56,c7,i,3,O4_Si1_Zn2,3,O-2,Si+4,Zn+2,,,,
684,187895,AB3X6,187895,0.032,14,monoclinic,P,40.0,40.0,40.0,40.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mP40,e10,i,3,O6_Pb3_W1,3,O-2,Pb+2,W+6,,,,
685,188009,A2B2X7,188009,0.0338,62,orthorhombic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,153,noPress,oP44,d3_c5,i,3,Li2_O7_S2,3,Li+1,O-2,S+6,,,,
686,188010,AB2X7,188010,0.017,14,monoclinic,P,40.0,40.0,40.0,40.0,badcount_n,po_n,undet_n,ct_n,153,noPress,mP40,e10,i,3,Hg1_O7_S2,3,Hg+2,O-2,S+6,,,,
687,188038,ABCX6,188038,0.0147,113,tetragonal,P,18.0,18.0,18.0,18.0,badcount_n,po_n,undet_n,ct_n,293,noPress,tP18,e3_c2_b,i,4,Cd1_Mo1_O6_Te1,4,Cd+2,Mo+6,O-2,Te+4,,,
688,188065,ABX3,188065,0.0369,61,orthorhombic,P,40.0,40.0,40.0,40.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP40,c5,i,3,Ag1_I1_O3,3,Ag+1,I+5,O-2,,,,
689,188476,ABC2X6,188476,0.0857,14,monoclinic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mP20,e4_b_a,i,4,Cr0.5_Mn0.5_O3_Y1,4,Cr+3,Mn+3,O-2,Y+3,,,
690,188508,AB2C3D3X14,188508,0.135,3,monoclinic,P,138.0,138.0,138.0,138.0,badcount_n,po_n,undet_n,ct_n,300,noPress,mP138,e60_d3_c6_b3_a6,i,5,O14_P2_Pb3_Te1_Zn3,5,O-2,P+5,Pb+2,Te+6,Zn+2,,
691,188540,ABC2X6,188540,0.09699999999999999,47,orthorhombic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,oP20,u_t_s_r_q_p_o_g_e_c_a,f,4,Ba1_Co2_Ho1_O6,4,Ba+2,Co+3.5,Ho+3,O-2,,,
692,188663,AB2X8,188663,0.013000000000000001,14,monoclinic,P,42.0,42.0,42.0,42.0,badcount_n,po_n,undet_n,ct_n,100,noPress,mP42,e5_b,i,4,H10_Li2_O8_Sn1,4,H+1,Li+1,O-2,Sn+4,,,
693,188674,ABC4X15,188674,0.0177,19,orthorhombic,P,84.0,84.0,84.0,84.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oP84,a21,i,4,As1_K1_Mo4_O15,4,As+5,K+1,Mo+6,O-2,,,
694,188678,AB2C3D7X38,188678,0.0348,15,monoclinic,C,130.0,260.0,260.0,260.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS260,f30_e2_a,i,7,H2_Ca7_K1_Li3_O38_Si12_Ti2,7,Ca+2,H+1,K+1,Li+1,O-2,Si+4,Ti+4
695,188680,AB8X14,188680,0.0125,14,monoclinic,P,148.0,148.0,148.0,148.0,badcount_n,po_n,undet_n,ct_n,150,noPress,mP148,e23,f,4,C8_H14_Ba1_O14,4,Ba+2,C+1.5,H+1,O-2,,,
696,188890,AX2,188890,0.006999999999999999,122,tetragonal,I,6.0,12.0,12.0,12.0,badcount_n,po_n,undet_n,ct_n,293,39000,tI12,d_a,i,2,C1_O2,2,C+4,O-2,,,,,
697,188892,AX2,188892,0.008,19,orthorhombic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,293,44000,oP24,a6,i,2,C1_O2,2,C+4,O-2,,,,,
698,188929,AB2C2X6,188929,0.0596,62,orthorhombic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oP44,d3_c5,i,4,C1_O6_Pb2_S2,4,C+4,O-2,Pb+2,S+2,,,
699,188930,AB2C2X6,188930,0.0424,62,orthorhombic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oP44,d3_c5,i,4,C1_O6_Pb2_S2,4,C+4,O-2,Pb+2,S+2,,,
700,188931,AB2C2X6,188931,0.0353,62,orthorhombic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oP44,d3_c5,i,4,C1_O6_Pb2_S2,4,C+4,O-2,Pb+2,S+2,,,
701,188978,AB3C4X12,188978,0.076,155,trigonal/rhombohedral,R,20.0,60.0,60.0,60.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hR20,f_e2_d2_b_a,i,4,B4_Fe3_O12_Sm1,4,B+3,Fe+3,O-2,Sm+3,,,
702,189054,ABC2X18,189054,0.0508,2,triclinic,P,82.0,82.0,82.0,82.0,badcount_n,po_n,undet_n,ct_n,296,noPress,aP82,i22,i,5,H19_As1_Fe2_O18_S1,5,As+5,Fe+3,H+1,O-2,S+6,,
703,189128,AB2C2X24,189128,0.0391,2,triclinic,P,61.0,61.0,61.0,61.0,badcount_n,po_n,undet_n,ct_n,150,noPress,aP61,i14_b,i,5,H32_Mg1_Na2_O24_S2,5,H+1,Mg+2,Na+1,O-2,S+6,,
704,189199,ABCX3,189199,0.0125,198,cubic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,296,noPress,cP24,b_a3,i,4,B1_Cd1_Cs1_O3,4,B+3,Cd+2,Cs+1,O-2,,,
705,189655,AB2C2X6,189655,0.0447,12,monoclinic,C,11.0,22.0,22.0,22.0,badcount_n,po_n,undet_n,ct_n,298,noPress,mS22,j_i_h_g_a,i,4,Cu2_Li2_O6_Te1,4,Cu+2,Li+1,O-2,Te+6,,,
706,189845,AB6C9X24,189845,0.036000000000000004,148,trigonal/rhombohedral,R,80.0,240.0,240.0,240.0,badcount_n,po_n,undet_n,ct_n,295,noPress,hR80,f13_c,i,4,Mo6_Na9_O24_Sc1,4,Mo+6,Na+1,O-2,Sc+3,,,
707,189913,AB2X6,189913,0.027999999999999997,148,trigonal/rhombohedral,R,108.0,324.0,324.0,324.0,badcount_n,po_n,undet_n,ct_n,120,noPress,hR108,f16_e_c4_a,i,3,Mg1_N2_O6,3,Mg+2,N+5,O-2,,,,
708,189914,AB2X6,189914,0.035,148,trigonal/rhombohedral,R,108.0,324.0,324.0,324.0,badcount_n,po_n,undet_n,ct_n,295,noPress,hR108,f16_e_c4_a,i,3,Mg1_N2_O6,3,Mg+2,N+5,O-2,,,,
709,189973,AB2X4,189973,0.052000000000000005,36,orthorhombic,C,14.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,noTemp,58200,oS28,a7,i,3,Mg2_O4_Si1,3,Mg+2,O-2,Si+4,,,,
710,19,AB2C4X9,19,0.037000000000000005,81,tetragonal,P,40.0,40.0,40.0,40.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,tP40,h7_g2,i,5,C1_H4_Na4_O9_P2,5,C+2,H+1,Na+1,O-2,P+4,,
711,190008,A2B2X7,190008,0.0218,78,tetragonal,P,88.0,88.0,88.0,88.0,badcount_n,po_n,undet_n,ct_n,296,noPress,tP88,a22,i,3,As2_O7_Sr2,3,As+5,O-2,Sr+2,,,,
712,190039,A5B8X18,190039,0.0387,60,orthorhombic,P,124.0,124.0,124.0,124.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP124,d14_c2_b,i,3,Ca8_O18_Si5,3,Ca+2,O-2,Si+4,,,,
713,190042,AB3X7,190042,,44,orthorhombic,I,11.0,22.0,22.0,22.0,badcount_n,po_n,undet_n,ct_n,300,61000,oI22,c4_b_a2,i,3,Fe1_O7_Ti3,3,Fe+2,O-2,Ti+4,,,,
714,19011,A2B3C5X15,19011,,186,hexagonal,P,50.0,50.0,50.0,50.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hP50,c5_b7_a3,i,4,Ba5_Li2_O15_W3,4,Ba+2,Li+1,O-2,W+6,,,
715,19021,ABX4,19021,0.08,14,monoclinic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP24,e6,i,3,O4_Te1_V1,3,O-2,Te+4,V+4,,,,
716,190398,ABX3,190398,0.055,62,orthorhombic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP20,d_c2_b,i,3,Mn1_O3_Y1,3,Mn+3,O-2,Y+3,,,,
717,190443,ABX4,190443,0.0235,2,triclinic,P,24.0,24.0,24.0,24.0,badcount_n,po_n,undet_n,ct_n,295,noPress,aP24,i12,i,3,Cu1_Mo1_O4,3,Cu+2,Mo+6,O-2,,,,
718,190444,A2B3X9,190444,0.0231,2,triclinic,P,28.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,295,noPress,aP28,i14,i,3,Cu3_Mo2_O9,3,Cu+2,Mo+6,O-2,,,,
719,190597,A2X,190597,0.0175,134,tetragonal,P,6.0,6.0,6.0,6.0,badcount_n,po_n,undet_n,ct_n,noTemp,5700,tP6,f_a,i,2,Cu2_O1,2,Cu+1,O-2,,,,,
720,190598,A2X,190598,0.0175,134,tetragonal,P,6.0,6.0,6.0,6.0,badcount_n,po_n,undet_n,ct_n,noTemp,1300,tP6,f_a,i,2,Cu2_O1,2,Cu+1,O-2,,,,,
721,190647,ABC2X6,190647,,107,tetragonal,I,10.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,293,noPress,tI20,c_b_a4,i,4,Mn1_O6_Sb1_Sr2,4,Mn+3,O-2,Sb+5,Sr+2,,,
722,190654,AB2C3X12,190654,0.0463,14,monoclinic,P,72.0,72.0,72.0,72.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP72,e18,i,4,As3_Li1_O12_Zr2,4,As+5,Li+1,O-2,Zr+4,,,
723,190731,AB2X4,190731,0.063,106,tetragonal,P,28.0,28.0,28.0,28.0,badcount_n,po_n,undet_n,ct_n,293,noPress,tP28,c3_b,i,3,Cu1_O4_Sb2,3,Cu+2,O-2,Sb+3,,,,
724,190738,AB3C4X9,190738,0.0281,62,orthorhombic,P,68.0,68.0,68.0,68.0,badcount_n,po_n,undet_n,ct_n,293,noPress,oP68,d7_c3,i,4,B3_Be4_Cs1_O9,4,B+3,Be+2,Cs+1,O-2,,,
725,190763,AB3X7,190763,0.044000000000000004,11,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,100,noPress,mP44,f4_e10_d_c_b_a,i,3,Nd3_O7_Ru1,3,Nd+3,O-2,Ru+5,,,,
726,190764,AB3X7,190764,0.0505,11,monoclinic,P,44.0,44.0,44.0,44.0,badcount_n,po_n,undet_n,ct_n,10,noPress,mP44,f4_e10_d_c_b_a,i,3,Nd3_O7_Ru1,3,Nd+3,O-2,Ru+5,,,,
727,190774,AB2X4,190774,,14,monoclinic,P,14.0,14.0,14.0,14.0,badcount_n,po_n,undet_n,ct_n,523,noPress,mP14,e3_a,i,3,C2_Ni1_O4,3,C+3,Ni+2,O-2,,,,
728,190874,AB2C4X14,190874,0.0538,14,monoclinic,P,66.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,298,noPress,mP66,e10_a,i,5,C4_H12_Co1_K2_O14,5,C+3,Co+2,H+1,K+1,O-2,,
729,190876,AB2C2X8,190876,0.0585,14,monoclinic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,298,noPress,mP52,e13,i,4,Ba2_O8_V2_Zn1,4,Ba+2,O-2,V+5,Zn+2,,,
730,191121,ABC2X5,191121,0.0487,14,monoclinic,P,36.0,36.0,36.0,36.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP36,e9,i,4,B2_Be1_O5_Sr1,4,B+3,Be+2,O-2,Sr+2,,,
731,191137,A2B3C3X14,191137,0.0467,166,trigonal/rhombohedral,R,22.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hR22,h2_e_d_c_b_a,i,4,La3_Mn2_O14_Sb3,4,La+3,Mn+2,O-2,Sb+5,,,
732,191138,A2B3C3X14,191138,0.0524,166,trigonal/rhombohedral,R,22.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hR22,h2_e_d_c_b_a,i,4,Mn2_O14_Pr3_Sb3,4,Mn+2,O-2,Pr+3,Sb+5,,,
733,191139,A2B3C3X14,191139,0.0476,166,trigonal/rhombohedral,R,22.0,66.0,66.0,66.0,badcount_n,po_n,undet_n,ct_n,293,noPress,hR22,h2_e_d_c_b_a,i,4,Mn2_Nd3_O14_Sb3,4,Mn+2,Nd+3,O-2,Sb+5,,,
734,191164,AB2C4X14,191164,0.0444,2,triclinic,P,21.0,21.0,21.0,21.0,badcount_n,po_n,undet_n,ct_n,295,noPress,aP21,i10_a,i,4,Ba1_Fe2_O14_P4,4,Ba+2,Fe+3,O-2,P+5,,,
735,191227,ABC3X6,191227,0.0245,15,monoclinic,C,44.0,88.0,88.0,88.0,badcount_n,po_n,undet_n,ct_n,296,noPress,mS88,f11,i,4,B3_Cd1_O6_Rb1,4,B+3,Cd+2,O-2,Rb+1,,,
736,191374,ABC2X6,191374,0.0727,14,monoclinic,P,20.0,20.0,20.0,20.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,mP20,e4_b_a,i,4,Cr1_Mn1_O6_Y2,4,Cr+3,Mn+3,O-2,Y+3,,,
737,191581,ABCX4,191581,0.0967,173,hexagonal,P,56.0,56.0,56.0,56.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,hP56,c8_b3_a,i,4,Al1_Na1_O4_Si1,4,Al+3,Na+1,O-2,Si+4,,,
738,191931,AB2C5X15,191931,0.0397,39,orthorhombic,A,46.0,92.0,92.0,92.0,badcount_n,po_n,undet_n,ct_n,298,noPress,oS92,d9_c3_b_a,i,4,Bi1_I5_O15_Rb2,4,Bi+3,I+5,O-2,Rb+1,,,
739,191933,AB2X5,191933,0.078,2,triclinic,P,32.0,32.0,32.0,32.0,badcount_n,po_n,undet_n,ct_n,noTemp,noPress,aP32,i15_f_c,i,3,Ca1_O5_Si2,3,Ca+2,O-2,Si+4,,,,
740,192251,AB3X9,192251,0.0547,15,monoclinic,C,104.0,208.0,208.0,208.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS208,f25_e_d,i,3,La1_N3_O9,3,La+3,N+5,O-2,,,,
741,192252,AB3X9,192252,0.0497,14,monoclinic,P,52.0,52.0,52.0,52.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mP52,e13,i,3,N3_O9_Tb1,3,N+5,O-2,Tb+3,,,,
742,192253,AB3X9,192253,0.0598,15,monoclinic,I,104.0,208.0,208.0,208.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS208,f26,i,3,Lu1_N3_O9,3,Lu+3,N+5,O-2,,,,
743,192255,AB3X9,192255,0.0434,15,monoclinic,C,104.0,208.0,208.0,208.0,badcount_n,po_n,undet_n,ct_n,293,noPress,mS208,f25_e_d,i,3,Ce1_N3_O9,3,Ce+3,N+5,O-2,,,,
