Compound,type,st,a1,a2,a3,n1,n2,n3,Ecoh,BM,bandgap,formula
ABZ_GaGeLi_Cs_Sr_P,ABZ,GaGeLi,Cs,Sr,P,2,2,2,3.18432,27.35,1.7923,CsSrP
ABZ_GaGeLi_Cs_Sr_As,ABZ,GaGeLi,Cs,Sr,As,2,2,2,3.04942,25,1.102,CsSrAs
ABZ_GaGeLi_Cs_Sr_Sb,ABZ,GaGeLi,Cs,Sr,Sb,2,2,2,2.91923,37.3,0.8901,CsSrSb
ABZ_GaGeLi_Cs_Ba_N,ABZ,GaGeLi,Cs,Ba,N,2,2,2,3.72496,21.45,0.0839,CsBaN
ABZ_GaGeLi_Cs_Ba_P,ABZ,GaGeLi,Cs,Ba,P,2,2,2,3.32976,28.4,0.9997,CsBaP
ABZ_GaGeLi_Cs_Ba_As,ABZ,GaGeLi,Cs,Ba,As,2,2,2,3.20633,22.6,0.794,CsBaAs
ABZ_GaGeLi_Cs_Ba_Sb,ABZ,GaGeLi,Cs,Ba,Sb,2,2,2,3.08501,25.6,0.7124,CsBaSb
ABZ_GaGeLi_Cs_Zn_N,ABZ,GaGeLi,Cs,Zn,N,2,2,2,3.21813,58.55,0.3228,CsZnN
ABZ_GaGeLi_Cs_Zn_P,ABZ,GaGeLi,Cs,Zn,P,2,2,2,2.87442,29.45,0.7103,CsZnP
ABZ_GaGeLi_Cs_Zn_As,ABZ,GaGeLi,Cs,Zn,As,2,2,2,2.66908,34,0.2054,CsZnAs
ABZ_GaGeLi_Cs_Zn_Sb,ABZ,GaGeLi,Cs,Zn,Sb,2,2,2,2.45474,34.25,0.3091,CsZnSb
ABZ_GaGeLi_Cs_Cd_N,ABZ,GaGeLi,Cs,Cd,N,2,2,2,2.90512,40.85,0,CsCdN
ABZ_GaGeLi_Cs_Cd_P,ABZ,GaGeLi,Cs,Cd,P,2,2,2,2.68356,29.7,0.2068,CsCdP
ABZ_GaGeLi_Cs_Cd_As,ABZ,GaGeLi,Cs,Cd,As,2,2,2,2.51904,24.7,0,CsCdAs
ABZ_GaGeLi_Cs_Cd_Sb,ABZ,GaGeLi,Cs,Cd,Sb,2,2,2,2.35191,27.5,0,CsCdSb
ABZ_GaGeLi_Cs_Hg_N,ABZ,GaGeLi,Cs,Hg,N,2,2,2,2.54249,41.35,0.0526,CsHgN
ABZ_GaGeLi_Cs_Hg_P,ABZ,GaGeLi,Cs,Hg,P,2,2,2,2.42429,29.15,0.0995,CsHgP
ABZ_GaGeLi_Cs_Hg_As,ABZ,GaGeLi,Cs,Hg,As,2,2,2,2.28029,25.75,0.1128,CsHgAs
ABZ_GaGeLi_Cs_Hg_Sb,ABZ,GaGeLi,Cs,Hg,Sb,2,2,2,2.13991,21.4,0.1308,CsHgSb
ABZ_KZnAs_Li_Be_N,ABZ,KZnAs,Li,Be,N,2,2,2,5.55756,138.75,3.6698,LiBeN
ABZ_KZnAs_Li_Be_P,ABZ,KZnAs,Li,Be,P,2,2,2,4.2536,68.75,3.4947,LiBeP
ABZ_KZnAs_Li_Be_As,ABZ,KZnAs,Li,Be,As,2,2,2,3.91126,56.05,2.7782,LiBeAs
ABZ_KZnAs_Li_Be_Sb,ABZ,KZnAs,Li,Be,Sb,2,2,2,3.46266,67.9,2.8778,LiBeSb
ABZ_KZnAs_Li_Mg_N,ABZ,KZnAs,Li,Mg,N,2,2,2,4.36143,93.65,1.7505,LiMgN
ABZ_KZnAs_Li_Mg_P,ABZ,KZnAs,Li,Mg,P,2,2,2,3.57683,55.75,0.0175,LiMgP
ABZ_KZnAs_Li_Mg_As,ABZ,KZnAs,Li,Mg,As,2,2,2,3.33205,50.45,0.488,LiMgAs
ABZ_KZnAs_Li_Mg_Sb,ABZ,KZnAs,Li,Mg,Sb,2,2,2,2.9885,45.35,1.0287,LiMgSb
ABZ_KZnAs_Li_Ca_N,ABZ,KZnAs,Li,Ca,N,2,2,2,4.483,75.45,1.2373,LiCaN
ABZ_KZnAs_Li_Ca_P,ABZ,KZnAs,Li,Ca,P,2,2,2,3.95598,48.05,0.8168,LiCaP
ABZ_KZnAs_Li_Ca_As,ABZ,KZnAs,Li,Ca,As,2,2,2,3.75176,41.45,0.2474,LiCaAs
ABZ_KZnAs_Li_Ca_Sb,ABZ,KZnAs,Li,Ca,Sb,2,2,2,3.46297,53.2,0.1952,LiCaSb
ABZ_KZnAs_Li_Sr_N,ABZ,KZnAs,Li,Sr,N,2,2,2,4.14174,60.85,0.3999,LiSrN
ABZ_KZnAs_Li_Sr_P,ABZ,KZnAs,Li,Sr,P,2,2,2,3.74791,41.3,0.3469,LiSrP
ABZ_KZnAs_Li_Sr_As,ABZ,KZnAs,Li,Sr,As,2,2,2,3.57077,39.4,0.1098,LiSrAs
ABZ_KZnAs_Li_Sr_Sb,ABZ,KZnAs,Li,Sr,Sb,2,2,2,3.32264,39,0.1158,LiSrSb
ABZ_KZnAs_Li_Ba_N,ABZ,KZnAs,Li,Ba,N,2,2,2,4.00772,49.3,0.0886,LiBaN
ABZ_KZnAs_Li_Ba_P,ABZ,KZnAs,Li,Ba,P,2,2,2,3.71259,34.85,0.1079,LiBaP
ABZ_KZnAs_Li_Ba_As,ABZ,KZnAs,Li,Ba,As,2,2,2,3.56292,30.95,0.2379,LiBaAs
ABZ_KZnAs_Li_Ba_Sb,ABZ,KZnAs,Li,Ba,Sb,2,2,2,3.35825,30,0.2305,LiBaSb
ABZ_KZnAs_Li_Zn_N,ABZ,KZnAs,Li,Zn,N,2,2,2,3.93067,101.1,0.4229,LiZnN
ABZ_KZnAs_Li_Zn_P,ABZ,KZnAs,Li,Zn,P,2,2,2,3.26574,61.5,1.3875,LiZnP
ABZ_KZnAs_Li_Zn_As,ABZ,KZnAs,Li,Zn,As,2,2,2,2.98919,54.9,0.6056,LiZnAs
ABZ_KZnAs_Li_Zn_Sb,ABZ,KZnAs,Li,Zn,Sb,2,2,2,2.66744,33,0.3362,LiZnSb
ABZ_KZnAs_Li_Cd_N,ABZ,KZnAs,Li,Cd,N,2,2,2,3.40183,81.4,0,LiCdN
ABZ_KZnAs_Li_Cd_P,ABZ,KZnAs,Li,Cd,P,2,2,2,2.97115,52.7,0.0399,LiCdP
ABZ_KZnAs_Li_Cd_As,ABZ,KZnAs,Li,Cd,As,2,2,2,2.76623,47,0,LiCdAs
ABZ_KZnAs_Li_Cd_Sb,ABZ,KZnAs,Li,Cd,Sb,2,2,2,2.5206,43.7,0.4122,LiCdSb
ABZ_KZnAs_Li_Hg_N,ABZ,KZnAs,Li,Hg,N,2,2,2,2.96443,75.5,0.2279,LiHgN
ABZ_KZnAs_Li_Hg_P,ABZ,KZnAs,Li,Hg,P,2,2,2,2.64739,49.6,0.4703,LiHgP
ABZ_KZnAs_Li_Hg_As,ABZ,KZnAs,Li,Hg,As,2,2,2,2.44474,44.05,0.5115,LiHgAs
ABZ_KZnAs_Li_Hg_Sb,ABZ,KZnAs,Li,Hg,Sb,2,2,2,2.22663,34.6,0.4294,LiHgSb
ABZ_KZnAs_Na_Be_N,ABZ,KZnAs,Na,Be,N,2,2,2,5.05819,107.2,0.9975,NaBeN
ABZ_KZnAs_Na_Be_P,ABZ,KZnAs,Na,Be,P,2,2,2,3.98225,62.25,1.7152,NaBeP
ABZ_KZnAs_Na_Be_As,ABZ,KZnAs,Na,Be,As,2,2,2,3.67183,51.75,1.3556,NaBeAs
ABZ_KZnAs_Na_Be_Sb,ABZ,KZnAs,Na,Be,Sb,2,2,2,3.2715,66.85,1.5945,NaBeSb
ABZ_KZnAs_Na_Mg_N,ABZ,KZnAs,Na,Mg,N,2,2,2,3.98037,73.85,0.0304,NaMgN
ABZ_KZnAs_Na_Mg_P,ABZ,KZnAs,Na,Mg,P,2,2,2,3.2777,42.95,1.2495,NaMgP
ABZ_KZnAs_Na_Mg_As,ABZ,KZnAs,Na,Mg,As,2,2,2,3.05839,36.75,0.5633,NaMgAs
ABZ_KZnAs_Na_Mg_Sb,ABZ,KZnAs,Na,Mg,Sb,2,2,2,2.76854,34.05,0.4832,NaMgSb
ABZ_KZnAs_Na_Ca_N,ABZ,KZnAs,Na,Ca,N,2,2,2,4.08461,59.9,0.7322,NaCaN
ABZ_KZnAs_Na_Ca_P,ABZ,KZnAs,Na,Ca,P,2,2,2,3.69679,46.05,0.5905,NaCaP
ABZ_KZnAs_Na_Ca_As,ABZ,KZnAs,Na,Ca,As,2,2,2,3.51084,38.9,0.0438,NaCaAs
ABZ_KZnAs_Na_Ca_Sb,ABZ,KZnAs,Na,Ca,Sb,2,2,2,3.26486,39.6,0.0705,NaCaSb
ABZ_KZnAs_Na_Sr_N,ABZ,KZnAs,Na,Sr,N,2,2,2,3.83174,48.5,0.1122,NaSrN
ABZ_KZnAs_Na_Sr_P,ABZ,KZnAs,Na,Sr,P,2,2,2,3.54728,37.85,0.1797,NaSrP
ABZ_KZnAs_Na_Sr_As,ABZ,KZnAs,Na,Sr,As,2,2,2,3.38209,34.45,0.2612,NaSrAs
ABZ_KZnAs_Na_Sr_Sb,ABZ,KZnAs,Na,Sr,Sb,2,2,2,3.1672,33.9,0.1904,NaSrSb
ABZ_KZnAs_Na_Ba_N,ABZ,KZnAs,Na,Ba,N,2,2,2,3.77915,42.75,0.0399,NaBaN
ABZ_KZnAs_Na_Ba_P,ABZ,KZnAs,Na,Ba,P,2,2,2,3.56738,32.1,0.0073,NaBaP
ABZ_KZnAs_Na_Ba_As,ABZ,KZnAs,Na,Ba,As,2,2,2,3.42437,27.95,0.3188,NaBaAs
ABZ_KZnAs_Na_Ba_Sb,ABZ,KZnAs,Na,Ba,Sb,2,2,2,3.24172,22.45,0.2957,NaBaSb
ABZ_KZnAs_Na_Zn_N,ABZ,KZnAs,Na,Zn,N,2,2,2,3.62219,84.3,0,NaZnN
ABZ_KZnAs_Na_Zn_P,ABZ,KZnAs,Na,Zn,P,2,2,2,3.05775,50,0.9869,NaZnP
ABZ_KZnAs_Na_Zn_As,ABZ,KZnAs,Na,Zn,As,2,2,2,2.80601,45.05,0.3154,NaZnAs
ABZ_KZnAs_Na_Zn_Sb,ABZ,KZnAs,Na,Zn,Sb,2,2,2,2.51848,44.4,0.5637,NaZnSb
ABZ_KZnAs_Na_Cd_N,ABZ,KZnAs,Na,Cd,N,2,2,2,3.15264,73.45,0,NaCdN
ABZ_KZnAs_Na_Cd_P,ABZ,KZnAs,Na,Cd,P,2,2,2,2.78894,47.2,0.1975,NaCdP
ABZ_KZnAs_Na_Cd_As,ABZ,KZnAs,Na,Cd,As,2,2,2,2.59107,38.4,0,NaCdAs
ABZ_KZnAs_Na_Cd_Sb,ABZ,KZnAs,Na,Cd,Sb,2,2,2,2.36808,33.35,0.0013,NaCdSb
ABZ_KZnAs_Na_Hg_N,ABZ,KZnAs,Na,Hg,N,2,2,2,2.75385,63.1,0.0795,NaHgN
ABZ_KZnAs_Na_Hg_P,ABZ,KZnAs,Na,Hg,P,2,2,2,2.50226,40.85,0.2226,NaHgP
ABZ_KZnAs_Na_Hg_As,ABZ,KZnAs,Na,Hg,As,2,2,2,2.31847,36.65,0.2506,NaHgAs
ABZ_KZnAs_Na_Hg_Sb,ABZ,KZnAs,Na,Hg,Sb,2,2,2,2.12418,27,0.2915,NaHgSb
ABZ_KZnAs_K_Be_N,ABZ,KZnAs,K,Be,N,2,2,2,4.71689,87.95,1.1524,KBeN
ABZ_KZnAs_K_Be_P,ABZ,KZnAs,K,Be,P,2,2,2,3.85357,48.7,1.2344,KBeP
ABZ_KZnAs_K_Be_As,ABZ,KZnAs,K,Be,As,2,2,2,3.57541,40.25,1.0309,KBeAs
ABZ_KZnAs_K_Be_Sb,ABZ,KZnAs,K,Be,Sb,2,2,2,3.2327,37.3,1.1168,KBeSb
ABZ_KZnAs_K_Mg_N,ABZ,KZnAs,K,Mg,N,2,2,2,3.7994,51.65,0,KMgN
ABZ_KZnAs_K_Mg_P,ABZ,KZnAs,K,Mg,P,2,2,2,3.20961,33.4,1.0377,KMgP
ABZ_KZnAs_K_Mg_As,ABZ,KZnAs,K,Mg,As,2,2,2,3.00636,29.1,0.7127,KMgAs
ABZ_KZnAs_K_Mg_Sb,ABZ,KZnAs,K,Mg,Sb,2,2,2,2.74902,26.8,0.9612,KMgSb
ABZ_KZnAs_K_Ca_N,ABZ,KZnAs,K,Ca,N,2,2,2,3.88364,37.9,0.1912,KCaN
ABZ_KZnAs_K_Ca_P,ABZ,KZnAs,K,Ca,P,2,2,2,3.4849,34.35,1.3045,KCaP
ABZ_KZnAs_K_Ca_As,ABZ,KZnAs,K,Ca,As,2,2,2,3.32191,31.55,0.7401,KCaAs
ABZ_KZnAs_K_Ca_Sb,ABZ,KZnAs,K,Ca,Sb,2,2,2,3.13384,35.45,0.7164,KCaSb
ABZ_KZnAs_K_Sr_N,ABZ,KZnAs,K,Sr,N,2,2,2,3.61958,32.1,0.4353,KSrN
ABZ_KZnAs_K_Sr_P,ABZ,KZnAs,K,Sr,P,2,2,2,3.39843,33.55,0.9678,KSrP
ABZ_KZnAs_K_Sr_As,ABZ,KZnAs,K,Sr,As,2,2,2,3.24776,33,0.4907,KSrAs
ABZ_KZnAs_K_Sr_Sb,ABZ,KZnAs,K,Sr,Sb,2,2,2,3.07801,20.35,0.4607,KSrSb
ABZ_KZnAs_K_Ba_N,ABZ,KZnAs,K,Ba,N,2,2,2,3.61528,37.05,0.4105,KBaN
ABZ_KZnAs_K_Ba_P,ABZ,KZnAs,K,Ba,P,2,2,2,3.48436,28.75,0.8426,KBaP
ABZ_KZnAs_K_Ba_As,ABZ,KZnAs,K,Ba,As,2,2,2,3.34828,28.2,0.4659,KBaAs
ABZ_KZnAs_K_Ba_Sb,ABZ,KZnAs,K,Ba,Sb,2,2,2,3.19834,15.75,0.358,KBaSb
ABZ_KZnAs_K_Zn_N,ABZ,KZnAs,K,Zn,N,2,2,2,3.44112,61,0,KZnN
ABZ_KZnAs_K_Zn_P,ABZ,KZnAs,K,Zn,P,2,2,2,3.00005,40.1,0.8338,KZnP
ABZ_KZnAs_K_Zn_As,ABZ,KZnAs,K,Zn,As,2,2,2,2.7749,37,0.2612,KZnAs
ABZ_KZnAs_K_Zn_Sb,ABZ,KZnAs,K,Zn,Sb,2,2,2,2.52723,25.6,0.4259,KZnSb
ABZ_KZnAs_K_Cd_N,ABZ,KZnAs,K,Cd,N,2,2,2,3.0527,52.4,0,KCdN
ABZ_KZnAs_K_Cd_P,ABZ,KZnAs,K,Cd,P,2,2,2,2.77364,35.1,0.2291,KCdP
ABZ_KZnAs_K_Cd_As,ABZ,KZnAs,K,Cd,As,2,2,2,2.59371,30.25,0,KCdAs
ABZ_KZnAs_K_Cd_Sb,ABZ,KZnAs,K,Cd,Sb,2,2,2,2.40166,41.05,0,KCdSb
ABZ_KZnAs_K_Hg_N,ABZ,KZnAs,K,Hg,N,2,2,2,2.68267,50.15,0.0605,KHgN
ABZ_KZnAs_K_Hg_P,ABZ,KZnAs,K,Hg,P,2,2,2,2.50851,31,0.1356,KHgP
ABZ_KZnAs_K_Hg_As,ABZ,KZnAs,K,Hg,As,2,2,2,2.34642,30.25,0.1465,KHgAs
ABZ_KZnAs_K_Hg_Sb,ABZ,KZnAs,K,Hg,Sb,2,2,2,2.18119,41.75,0.1872,KHgSb
ABZ_KZnAs_Rb_Be_N,ABZ,KZnAs,Rb,Be,N,2,2,2,4.50705,81.7,1.3284,RbBeN
ABZ_KZnAs_Rb_Be_P,ABZ,KZnAs,Rb,Be,P,2,2,2,3.74947,44.9,0.9322,RbBeP
ABZ_KZnAs_Rb_Be_As,ABZ,KZnAs,Rb,Be,As,2,2,2,3.48325,36.9,0.7638,RbBeAs
ABZ_KZnAs_Rb_Be_Sb,ABZ,KZnAs,Rb,Be,Sb,2,2,2,3.16403,41.85,0.8508,RbBeSb
ABZ_KZnAs_Rb_Mg_N,ABZ,KZnAs,Rb,Mg,N,2,2,2,3.68798,47.7,0,RbMgN
ABZ_KZnAs_Rb_Mg_P,ABZ,KZnAs,Rb,Mg,P,2,2,2,3.14155,33.15,0.8554,RbMgP
ABZ_KZnAs_Rb_Mg_As,ABZ,KZnAs,Rb,Mg,As,2,2,2,2.94527,26.3,0.5736,RbMgAs
ABZ_KZnAs_Rb_Mg_Sb,ABZ,KZnAs,Rb,Mg,Sb,2,2,2,2.7014,38.3,0.8289,RbMgSb
ABZ_KZnAs_Rb_Ca_N,ABZ,KZnAs,Rb,Ca,N,2,2,2,3.80242,33.6,0.2492,RbCaN
ABZ_KZnAs_Rb_Ca_P,ABZ,KZnAs,Rb,Ca,P,2,2,2,3.36938,26.25,0.4748,RbCaP
ABZ_KZnAs_Rb_Ca_As,ABZ,KZnAs,Rb,Ca,As,2,2,2,3.19964,23.05,0.3205,RbCaAs
ABZ_KZnAs_Rb_Ca_Sb,ABZ,KZnAs,Rb,Ca,Sb,2,2,2,3.02263,26.2,0.7276,RbCaSb
ABZ_KZnAs_Rb_Sr_N,ABZ,KZnAs,Rb,Sr,N,2,2,2,3.55283,27.85,0.4254,RbSrN
ABZ_KZnAs_Rb_Sr_P,ABZ,KZnAs,Rb,Sr,P,2,2,2,3.27984,30.95,1.0309,RbSrP
ABZ_KZnAs_Rb_Sr_As,ABZ,KZnAs,Rb,Sr,As,2,2,2,3.13821,28.1,0.5579,RbSrAs
ABZ_KZnAs_Rb_Sr_Sb,ABZ,KZnAs,Rb,Sr,Sb,2,2,2,2.98851,26.15,0.549,RbSrSb
ABZ_KZnAs_Rb_Ba_N,ABZ,KZnAs,Rb,Ba,N,2,2,2,3.55442,26.8,0.713,RbBaN
ABZ_KZnAs_Rb_Ba_P,ABZ,KZnAs,Rb,Ba,P,2,2,2,3.39706,28.05,0.9539,RbBaP
ABZ_KZnAs_Rb_Ba_As,ABZ,KZnAs,Rb,Ba,As,2,2,2,3.26659,23.1,0.5758,RbBaAs
ABZ_KZnAs_Rb_Ba_Sb,ABZ,KZnAs,Rb,Ba,Sb,2,2,2,3.13169,33.85,0.4973,RbBaSb
ABZ_KZnAs_Rb_Zn_N,ABZ,KZnAs,Rb,Zn,N,2,2,2,3.31779,56.6,0,RbZnN
ABZ_KZnAs_Rb_Zn_P,ABZ,KZnAs,Rb,Zn,P,2,2,2,2.92185,40.8,0.6552,RbZnP
ABZ_KZnAs_Rb_Zn_As,ABZ,KZnAs,Rb,Zn,As,2,2,2,2.70698,30.8,0.1622,RbZnAs
ABZ_KZnAs_Rb_Zn_Sb,ABZ,KZnAs,Rb,Zn,Sb,2,2,2,2.47686,41.3,0.3056,RbZnSb
ABZ_KZnAs_Rb_Cd_N,ABZ,KZnAs,Rb,Cd,N,2,2,2,2.96295,45.9,0,RbCdN
ABZ_KZnAs_Rb_Cd_P,ABZ,KZnAs,Rb,Cd,P,2,2,2,2.71385,28.45,0.1533,RbCdP
ABZ_KZnAs_Rb_Cd_As,ABZ,KZnAs,Rb,Cd,As,2,2,2,2.54212,25.7,0,RbCdAs
ABZ_KZnAs_Rb_Cd_Sb,ABZ,KZnAs,Rb,Cd,Sb,2,2,2,2.36201,39.65,0,RbCdSb
ABZ_KZnAs_Rb_Hg_N,ABZ,KZnAs,Rb,Hg,N,2,2,2,2.59921,45,0.052,RbHgN
ABZ_KZnAs_Rb_Hg_P,ABZ,KZnAs,Rb,Hg,P,2,2,2,2.45259,31.5,0.1082,RbHgP
ABZ_KZnAs_Rb_Hg_As,ABZ,KZnAs,Rb,Hg,As,2,2,2,2.29962,27.25,0.1223,RbHgAs
ABZ_KZnAs_Rb_Hg_Sb,ABZ,KZnAs,Rb,Hg,Sb,2,2,2,2.14664,22.05,0.1474,RbHgSb
ABZ_KZnAs_Cs_Be_N,ABZ,KZnAs,Cs,Be,N,2,2,2,4.26162,80.6,2.6187,CsBeN
ABZ_KZnAs_Cs_Be_P,ABZ,KZnAs,Cs,Be,P,2,2,2,3.67896,41.5,1.0491,CsBeP
ABZ_KZnAs_Cs_Be_As,ABZ,KZnAs,Cs,Be,As,2,2,2,3.42566,38.35,0.8243,CsBeAs
ABZ_KZnAs_Cs_Be_Sb,ABZ,KZnAs,Cs,Be,Sb,2,2,2,3.12418,26.65,0.7342,CsBeSb
ABZ_KZnAs_Cs_Mg_N,ABZ,KZnAs,Cs,Mg,N,2,2,2,3.61182,47.95,0.493,CsMgN
ABZ_KZnAs_Cs_Mg_P,ABZ,KZnAs,Cs,Mg,P,2,2,2,3.10625,27.3,0.8637,CsMgP
ABZ_KZnAs_Cs_Mg_As,ABZ,KZnAs,Cs,Mg,As,2,2,2,2.91601,21.9,0.6287,CsMgAs
ABZ_KZnAs_Cs_Mg_Sb,ABZ,KZnAs,Cs,Mg,Sb,2,2,2,2.68513,37.2,0.8042,CsMgSb
ABZ_KZnAs_Cs_Ca_N,ABZ,KZnAs,Cs,Ca,N,2,2,2,3.75711,33.25,0.3058,CsCaN
ABZ_KZnAs_Cs_Ca_P,ABZ,KZnAs,Cs,Ca,P,2,2,2,3.33785,23.75,0.4435,CsCaP
ABZ_KZnAs_Cs_Ca_As,ABZ,KZnAs,Cs,Ca,As,2,2,2,3.17009,23.5,0.3682,CsCaAs
ABZ_KZnAs_Cs_Ca_Sb,ABZ,KZnAs,Cs,Ca,Sb,2,2,2,2.96068,18.05,0.5212,CsCaSb
ABZ_KZnAs_Cs_Sr_N,ABZ,KZnAs,Cs,Sr,N,2,2,2,3.51744,29.15,0.5021,CsSrN
ABZ_KZnAs_Cs_Sr_P,ABZ,KZnAs,Cs,Sr,P,2,2,2,3.18715,19.25,0.2145,CsSrP
ABZ_KZnAs_Cs_Sr_As,ABZ,KZnAs,Cs,Sr,As,2,2,2,3.03738,19.95,0.1249,CsSrAs
ABZ_KZnAs_Cs_Sr_Sb,ABZ,KZnAs,Cs,Sr,Sb,2,2,2,2.91891,18.65,0.782,CsSrSb
ABZ_KZnAs_Cs_Ba_N,ABZ,KZnAs,Cs,Ba,N,2,2,2,3.53719,24.55,0.6343,CsBaN
ABZ_KZnAs_Cs_Ba_P,ABZ,KZnAs,Cs,Ba,P,2,2,2,3.32993,28.8,0.8591,CsBaP
ABZ_KZnAs_Cs_Ba_As,ABZ,KZnAs,Cs,Ba,As,2,2,2,3.20645,23,0.7979,CsBaAs
ABZ_KZnAs_Cs_Ba_Sb,ABZ,KZnAs,Cs,Ba,Sb,2,2,2,3.08506,25.05,0.7173,CsBaSb
ABZ_KZnAs_Cs_Zn_N,ABZ,KZnAs,Cs,Zn,N,2,2,2,3.2182,59.3,0.3222,CsZnN
ABZ_KZnAs_Cs_Zn_P,ABZ,KZnAs,Cs,Zn,P,2,2,2,2.87441,30.2,0.7097,CsZnP
ABZ_KZnAs_Cs_Zn_As,ABZ,KZnAs,Cs,Zn,As,2,2,2,2.66909,32.85,0.2005,CsZnAs
ABZ_KZnAs_Cs_Zn_Sb,ABZ,KZnAs,Cs,Zn,Sb,2,2,2,2.4548,33.7,0.3109,CsZnSb
ABZ_KZnAs_Cs_Cd_N,ABZ,KZnAs,Cs,Cd,N,2,2,2,2.90237,46.15,0,CsCdN
ABZ_KZnAs_Cs_Cd_P,ABZ,KZnAs,Cs,Cd,P,2,2,2,2.68359,31.15,0.2145,CsCdP
ABZ_KZnAs_Cs_Cd_As,ABZ,KZnAs,Cs,Cd,As,2,2,2,2.51901,25.4,0,CsCdAs
ABZ_KZnAs_Cs_Cd_Sb,ABZ,KZnAs,Cs,Cd,Sb,2,2,2,2.3519,26.65,0,CsCdSb
ABZ_KZnAs_Cs_Hg_N,ABZ,KZnAs,Cs,Hg,N,2,2,2,2.54251,38.55,0.0538,CsHgN
ABZ_KZnAs_Cs_Hg_P,ABZ,KZnAs,Cs,Hg,P,2,2,2,2.42433,28.3,0.1008,CsHgP
ABZ_KZnAs_Cs_Hg_As,ABZ,KZnAs,Cs,Hg,As,2,2,2,2.28037,24.3,0.1113,CsHgAs
ABZ_KZnAs_Cs_Hg_Sb,ABZ,KZnAs,Cs,Hg,Sb,2,2,2,2.14074,26.05,0.1358,CsHgSb
ABZ_MgAgAs_Li_Be_N,ABZ,MgAgAs,Li,Be,N,4,4,4,4.28204,124.05,2.167,LiBeN
ABZ_MgAgAs_Li_Be_P,ABZ,MgAgAs,Li,Be,P,4,4,4,3.56236,71,0.8719,LiBeP
ABZ_MgAgAs_Li_Be_As,ABZ,MgAgAs,Li,Be,As,4,4,4,3.32864,66.8,1.2161,LiBeAs
ABZ_MgAgAs_Li_Be_Sb,ABZ,MgAgAs,Li,Be,Sb,4,4,4,3.05179,59.9,1.6267,LiBeSb
ABZ_MgAgAs_Li_Mg_N,ABZ,MgAgAs,Li,Mg,N,4,4,4,3.92151,87.35,2.4697,LiMgN
ABZ_MgAgAs_Li_Mg_P,ABZ,MgAgAs,Li,Mg,P,4,4,4,3.38698,47.95,0.0351,LiMgP
ABZ_MgAgAs_Li_Mg_As,ABZ,MgAgAs,Li,Mg,As,4,4,4,3.17198,51.2,0.426,LiMgAs
ABZ_MgAgAs_Li_Mg_Sb,ABZ,MgAgAs,Li,Mg,Sb,4,4,4,2.91289,40.35,0.9695,LiMgSb
ABZ_MgAgAs_Li_Ca_N,ABZ,MgAgAs,Li,Ca,N,4,4,4,4.2597,79.5,2.1711,LiCaN
ABZ_MgAgAs_Li_Ca_P,ABZ,MgAgAs,Li,Ca,P,4,4,4,3.89472,49.15,1.1366,LiCaP
ABZ_MgAgAs_Li_Ca_As,ABZ,MgAgAs,Li,Ca,As,4,4,4,3.69899,40.75,1.0167,LiCaAs
ABZ_MgAgAs_Li_Ca_Sb,ABZ,MgAgAs,Li,Ca,Sb,4,4,4,3.46873,66.2,0.7145,LiCaSb
ABZ_MgAgAs_Li_Sr_N,ABZ,MgAgAs,Li,Sr,N,4,4,4,3.96361,62.25,1.8468,LiSrN
ABZ_MgAgAs_Li_Sr_P,ABZ,MgAgAs,Li,Sr,P,4,4,4,3.74391,38.6,1.0903,LiSrP
ABZ_MgAgAs_Li_Sr_As,ABZ,MgAgAs,Li,Sr,As,4,4,4,3.5731,41.7,0.9875,LiSrAs
ABZ_MgAgAs_Li_Sr_Sb,ABZ,MgAgAs,Li,Sr,Sb,4,4,4,3.38196,58.7,0.7059,LiSrSb
ABZ_MgAgAs_Li_Ba_N,ABZ,MgAgAs,Li,Ba,N,4,4,4,3.86534,56.7,1.0729,LiBaN
ABZ_MgAgAs_Li_Ba_P,ABZ,MgAgAs,Li,Ba,P,4,4,4,3.7538,38.25,0.7266,LiBaP
ABZ_MgAgAs_Li_Ba_As,ABZ,MgAgAs,Li,Ba,As,4,4,4,3.61108,38.55,0.647,LiBaAs
ABZ_MgAgAs_Li_Ba_Sb,ABZ,MgAgAs,Li,Ba,Sb,4,4,4,3.46001,37.25,0.452,LiBaSb
ABZ_MgAgAs_Li_Zn_N,ABZ,MgAgAs,Li,Zn,N,4,4,4,3.28712,80.05,0.0253,LiZnN
ABZ_MgAgAs_Li_Zn_P,ABZ,MgAgAs,Li,Zn,P,4,4,4,2.92472,44.15,1.8449,LiZnP
ABZ_MgAgAs_Li_Zn_As,ABZ,MgAgAs,Li,Zn,As,4,4,4,2.74891,49.25,1.9829,LiZnAs
ABZ_MgAgAs_Li_Zn_Sb,ABZ,MgAgAs,Li,Zn,Sb,4,4,4,2.54003,46.8,2.0937,LiZnSb
ABZ_MgAgAs_Li_Cd_N,ABZ,MgAgAs,Li,Cd,N,4,4,4,3.06049,85.1,0,LiCdN
ABZ_MgAgAs_Li_Cd_P,ABZ,MgAgAs,Li,Cd,P,4,4,4,2.83262,47.7,1.3076,LiCdP
ABZ_MgAgAs_Li_Cd_As,ABZ,MgAgAs,Li,Cd,As,4,4,4,2.68428,51.05,1.3014,LiCdAs
