,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity,energy,energy_per_atom,volume
BaBr2,1.16553817784,1.14264357879,0.4199250057,1.16281107281,0.296848116124,1.16002850218,0.072350018022,-0.831907676627,0.514870931345,0.679532792989,-0.138553129007,-0.365611550181,-0.662922526657,2.92738143347,-0.111200587287,0.0713134750351,-0.735792125483,-1.23014016903,0.0640000817599,0.134567823902,0.428524166351
BaCl2,0.210872790175,0.342947377434,0.4199250057,0.215244350925,0.550091948069,1.36510392553,0.444430264693,-0.652168764099,0.247922384357,0.225619411407,-0.379622345061,-0.495780468398,-0.655641358855,0.0699583222655,-0.0715299236529,-0.351083834736,-0.807310428906,-1.23228006371,-0.000289977492262,-0.144750236145,0.256229924565
BaF2,-0.213422937674,-0.456748823925,0.4199250057,-0.135429947729,1.58839165907,1.18769740851,1.88110703037,0.25010019789,-0.499533547185,-0.842412074578,-0.68171300531,-0.711798620379,-0.153240780472,-0.111107874735,-0.712168938473,-0.828717715785,-0.916843278932,-1.23192057654,-0.188700616933,-0.963329265515,-0.155237560001
BaI2,2.1202035655,1.94233978014,0.4199250057,2.16473764041,-0.0830176318018,0.911089724391,-0.367033790077,-1.03082057285,0.861904042385,1.18684774882,0.170516523393,-0.189510557855,-1.04154325239,1.47200625453,0.656890985157,0.389736062402,-0.63819532468,-1.22395320562,0.135517503748,0.445286274023,0.712333502583
BaIn2O4,-0.0618887491602,-0.342506509444,0.783287937581,-0.0355418279222,0.926339926976,-0.454565066387,0.346335589952,0.279377462712,-0.781736296819,-0.926328834223,-0.95899190592,-0.189024237089,-0.146791746131,-0.294765621415,-0.0120842179706,-0.984401295673,-0.0222112818929,-0.669809300774,-7.02107444652,-0.977454766425,4.12072019244
BaLa2O4,0.119952277061,0.000220434001204,-0.125119392106,0.184638387387,0.557327486125,-0.384811521029,0.317387554099,0.00865310498525,-0.209703696188,-0.331282720554,-0.122608450969,0.674455492145,-0.170507549831,-0.283910451085,-0.222616068125,-0.779701060938,1.15111789116,-1.22201402912,-0.645601637087,-2.15821005185,-0.0446295939172
BaO,0.369983688119,0.342947377434,-0.533902690452,0.447073104593,0.0974185984631,-0.686593390454,-0.0235365155806,-0.245545865436,0.408091512542,0.212269017846,-0.0750072325244,0.00625948520795,-0.276292516336,-0.265339308326,-0.605290262255,-0.51898676537,-0.374120113792,-1.14503527096,0.487129329155,-1.07732295969,-0.668320439126
BaS,0.688205484007,0.942719528451,-0.533902690452,0.704003316417,-0.719292759578,-0.31062269649,-0.811511559692,-0.960216684158,0.968683461188,1.01329263235,0.565372816493,0.666188139428,-0.50564930212,-0.608201330138,-0.43721747724,-0.335243935619,-0.296013828752,-1.14159753299,0.506298722156,-0.57761668528,-0.602827424626
BaSc2O4,-0.698332340937,-0.685233452877,-0.125119392106,-0.673607646883,0.69842047822,-0.493627051787,0.453461012596,0.0689847834835,-0.530041952557,-0.731794527808,0.557761113515,0.297096222858,0.0622817864871,-0.330558345201,-0.794343884568,-0.0973669451527,0.509180437463,-1.20336394284,-3.4650131273,-2.49724512592,0.924670092231
BaSe,1.40420452476,1.54249167947,-0.533902690452,1.45368954121,-0.747782690673,-0.34548551846,-0.958467826743,-1.09048898308,1.16889487142,1.29365089743,0.767821108037,0.91897228083,-0.928321093064,-0.471477525992,0.467716783319,0.111928600975,-0.10255879364,-1.11646654174,0.519395584615,-0.236208673776,-0.610238802577
BaTe,2.1202035655,2.14226383048,-0.533902690452,2.23135509835,-1.17513165709,-0.375514419736,-1.13811570799,-1.24757655511,1.48923312779,1.67413711432,1.20632805717,1.23759449825,-1.05828993834,-0.452635003979,0.917493482953,1.58625767258,0.185608602412,-1.112067554,0.52488035967,-0.0932319760249,-0.540951042669
BaY2O4,-0.289190031934,-0.342506509444,-0.125119392106,-0.272075677477,0.622447328635,-0.452123692299,0.405892863747,0.0490297230631,-0.335550868299,-0.537260221433,0.536944653408,0.602949515959,-0.106225239803,-0.300926664035,-0.525391254692,-0.417646223989,0.905438124923,-1.19201171642,-2.10266387513,-2.5006638892,0.483021028034
Be3N2,-1.76210234433,-2.05614122663,-1.10619930814,-1.6518180949,0.0841232972857,-1.61255866989,0.940210916503,-0.220710380949,-1.84228473845,-1.6781467124,1.58957826076,1.20811300489,1.79884030742,-1.00554750552,-1.1498967291,-0.323303088593,2.17473698116,2.01647527163,-2.53132211999,-1.53428639304,-0.0253728400476
Be3P2,-1.50752490762,-1.57632350582,-1.10619930814,-1.43489033422,-0.561648474189,-1.21388228139,0.157100071139,-0.69776168309,-1.44186191799,-1.06936876537,1.97940482233,1.60879463933,1.56205673048,-1.2232376781,-1.00505660401,-0.296009723962,2.26584292299,2.018848114,-1.57648382761,-0.289753804697,0.710166559106
BeAl2O4,-1.47115670238,-1.7134142832,0.783287937581,-1.42390142289,1.01859303718,-0.405388816909,0.657973509725,0.420155133823,-1.5425396557,-1.74451724045,-0.100342507877,0.293791324802,0.773443847437,-0.539843095354,-0.996194008946,-0.468125023373,0.945402575461,1.33061517032,-1.8297255807,-1.99245427219,-0.128470138057
BeBr2,-0.213422937674,-0.456748823925,0.4199250057,-0.204584198477,0.727362630447,1.16002850218,0.735201256469,-0.500050173205,-1.02008321379,-0.748959319565,0.57724093776,0.0711357357461,0.517354774152,2.52941230822,-0.461906134926,0.0672519624427,0.503331628836,0.497290285613,0.386758680426,0.490718321464,-0.216061908643
BeCl2,-1.16808832534,-1.25644502527,0.4199250057,-1.15215092037,0.980606462391,1.36510392553,1.10728150314,-0.320311260678,-1.28703176073,-1.20287270112,0.336171721702,-0.0590331824856,0.524635941956,-0.328010802975,-0.422235471292,-0.355145347331,0.431813325407,0.495150390931,0.349313175055,0.165342795622,-0.339374313854
BeF2,-1.59238405319,-2.05614122663,0.4199250057,-1.50282521902,2.0189061734,1.18769740851,2.54395826887,0.581957701312,-2.03448769228,-2.27090418713,0.0340810614531,-0.275051334458,1.02703652035,-0.509076999986,-1.06287448611,-0.83277922838,0.322280475388,0.495509878102,-2.59040774294,-0.912254278991,0.778835121614
BeI2,0.741242449991,0.342947377434,0.4199250057,0.797342369101,0.347496882521,0.911089724391,0.29581744837,-0.698963069432,-0.673050102705,-0.241644363696,0.88631059016,0.247236728071,0.138734048415,1.07403712929,0.306185437518,0.385674549807,0.600928429623,0.503477249016,0.425371205101,0.826234437362,-0.103000111758
BeO,-1.69845798516,-2.05614122663,-0.533902690452,-1.60401980235,0.743190369938,-0.686593390454,0.970740342114,0.252240389697,-1.89433970511,-1.93046915097,0.998683867624,0.661380414088,1.49412343488,-0.862292996197,-1.13134858371,-0.525079034261,1.48456551768,1.446110411,0.45905437465,-1.80917873207,-0.754323362876
BeS,-1.38023618927,-1.45636907562,-0.533902690452,-1.34708959052,-0.0735209881037,-0.31062269649,0.182765298003,-0.462430429025,-1.33374775647,-1.12944553646,1.63906391664,1.32130906831,1.26476664909,-1.20515501801,-0.963275798698,-0.34133620451,1.56267180272,1.44954814897,0.50894821707,-0.508549853972,-0.71178199698
BeSe,-0.664237148518,-0.856596924599,-0.533902690452,-0.597403365728,-0.102010919198,-0.34548551846,0.0358090309516,-0.592702727948,-1.13353634624,-0.849087271379,1.84151220819,1.57409320971,0.842094858151,-1.06843121386,-0.0583415381391,0.105836332085,1.75612683783,1.47467914022,0.522825180668,-0.146806225493,-0.695112681287
BeTe,0.0517618922307,-0.256824773582,-0.533902690452,0.180262191405,-0.529359885615,-0.375514419736,-0.143838850295,-0.749790299978,-0.813198089867,-0.468601054487,2.28001915732,1.89271542713,0.712126012874,-1.04958869185,0.391435161495,1.58016540369,2.04429423388,1.47907812796,0.53731014923,0.230786830013,-0.66476796756
Ca3N2,-0.998370034201,-0.616688064192,-1.10619930814,-1.05575279402,-0.565447131668,-1.61255866989,0.00871685636466,-0.682105328845,0.0316940613076,0.12415642025,0.565737104544,-0.0335672404107,0.254941486545,-0.421111002572,-1.26308472895,-0.237036561097,0.150144690902,2.01647527163,0.316866515297,-0.656508699661,-0.540651386456
Ca3P2,-0.74379259749,-0.136870343379,-1.10619930814,-0.838825033342,-1.21121890314,-1.21388228139,-0.774393988999,-1.15915663099,0.432116881769,0.732934367276,0.95556366612,0.36711439403,0.018157909603,-0.638801175151,-1.11824460386,-0.209743196466,0.241250632732,2.018848114,0.384441466424,0.0481067687711,-0.368714169182
Ca3Sb2,0.401805867708,0.822765098247,-1.10619930814,0.322940798146,-1.31758131256,-1.05592537793,-1.13781580711,-1.31148911975,0.84855661505,1.22956900827,1.85512967902,1.46620331035,-0.472884047008,-0.581051668992,0.115935063422,1.64815512451,0.768225941612,2.29203944297,0.422671319243,0.446735923551,-0.245483358018
CaAl2O4,-1.28931567615,-1.37068733975,0.783287937581,-1.28198111316,0.86393341124,-0.405388816909,0.436189209685,0.310299193844,-1.09635422718,-1.31539744697,-0.344114211735,-0.00184682883724,0.40584889009,-0.400691547027,-1.02314353272,-0.447585373968,0.463356792063,1.33061517032,-1.76162351425,-1.86564859554,-0.0222423611208
CaBr2,0.210872790175,0.342947377434,0.4199250057,0.126563190902,0.366490169917,1.16002850218,0.21770455641,-0.756380699814,0.0210161194153,0.252320198571,0.00844029542112,-0.61868662276,-0.340366792999,2.8540992543,-0.524788357063,0.11517781105,-0.621441865759,0.497290285613,0.356425453891,0.227143576333,-0.209630854752
CaCl2,-0.74379259749,-0.456748823925,0.4199250057,-0.821003530992,0.619734001862,1.36510392553,0.589784803095,-0.576641787287,-0.245932427533,-0.201593182971,-0.232628920637,-0.748855540979,-0.333085625197,-0.003323856893,-0.485117693436,-0.307219498721,-0.692960169179,0.495150390931,0.321600760223,-0.0754589096501,-0.296620470612
CaF2,-1.16808832534,-1.25644502527,0.4199250057,-1.17167782964,1.65803371287,1.18769740851,2.02646156877,0.325627174703,-0.993388359075,-1.269624669,-0.534719580886,-0.964873692958,0.169314953186,-0.184390053903,-1.12575670826,-0.78485337977,-0.802493019208,0.495509878102,-0.199740782299,-1.01129496361,-0.353408909311
CaI2,1.16553817784,1.14264357879,0.4199250057,1.12848975848,-0.013375578009,0.911089724391,-0.221679251689,-0.955293596041,0.368049230496,0.75963515444,0.317509947821,-0.442585630428,-0.718987518738,1.39872407537,0.243303215381,0.433600398417,-0.523845064956,0.503477249016,0.509087346328,0.524373361026,-0.384519269849
CaIn2O4,-0.471031058155,-0.685233452877,0.783287937581,-0.479648063026,0.956186521448,-0.454565066387,0.408630392139,0.311746167063,-0.993388359075,-1.10941994609,-0.895994724022,-0.297484982483,-0.00855357456534,-0.326172269622,-0.189336119304,-0.965602294522,0.026795972274,0.0705180369281,-0.353738571796,-1.07131517735,-0.206114228242
CaO,-1.06201439338,-0.856596924599,-0.533902690452,-1.10729871828,0.201881679143,-0.686593390454,0.194495291999,-0.132255400216,-0.332690705313,-0.428549873761,0.145482904113,-0.373353123661,0.20754108415,-0.375262577074,-1.22567191692,-0.453190261348,-0.202594724205,1.446110411,0.324843312245,-1.36240814971,-0.603687499795
